gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,lpv,annot
Acropora_000001,29.11569051836684,-0.6352425768683371,0.14647066509940712,-4.336995236808741,1.4444375357230059e-5,1.7977256564994968e-4,-3.7452765834365676,"ATP-dependent microtubule motor activity, minus-end-directed"
Acropora_000006,35.14653438772651,-0.3845234605083098,0.14319762592216184,-2.685264214626895,0.00724724897181861,0.031185831763615394,-1.5060426683025674,NA
Acropora_000007,263.5779658707055,-0.4611642838822435,0.09750520264940514,-4.729637715234849,2.249208411516317e-6,3.75551753780692e-5,-4.4253302055770005,NA
Acropora_000028,106.708694438307,-0.3223877753088922,0.11988623289132265,-2.689114233834822,0.007164189826981533,0.030908443570639578,-1.5099228637720719,NA
Acropora_000029,58.41258643499431,-0.6067722581128321,0.10762918045127062,-5.637618493133001,1.724179616743081e-8,5.446290175343714e-7,-6.2638992234085915,positive regulation of low-density lipoprotein particle receptor biosynthetic process
Acropora_000030,150.48501225165637,0.27717378445124735,0.08854205268926031,3.1304196823174295,0.0017455672547085964,0.009853898962807167,2.00639189508732,3-hydroxy-3-methylglutaryl-coenzyme A reductase
Acropora_000032,136.74937658925282,0.5681656491397602,0.10230290932250058,5.553758469846345,2.7959174036561213e-8,8.241281231022396e-7,6.084005265449971,unfolded protein binding
Acropora_000038,1.1605320664479648,1.9549707900842197,0.5956954900564538,3.281829093416416,0.0010313609560029925,0.006374023116533368,2.1955863658129173,iron ion binding
Acropora_000040,22.1139014840914,-0.6536871673792551,0.17687026398276431,-3.6958567972904466,2.1914647648025868e-4,0.0017626516405682808,-2.7538335104618756,protein K48-linked ubiquitination
Acropora_000046,17.033165572819758,-0.44689152610409844,0.16898958509106154,-2.6444915280624364,0.008181375470904254,0.034297011723779074,-1.4647437181032759,NA
Acropora_000048,101.67595570657204,-0.23803026456299414,0.08740165058116385,-2.7234069720680156,0.0064612409649226175,0.028437883945430446,-1.5461027224645298,mRNA 3'-end processing
Acropora_000050,138.48841992946038,-0.6929133446795983,0.1393320287654577,-4.9731088452462195,6.588764226469455e-7,1.2941530897918094e-5,-4.888014346449983,NA
Acropora_000052,5.350691304420863,-3.524296329877815,0.5941991265748084,-5.9311704986730795,3.007826741991699e-9,1.1850395863392677e-7,-6.926267141770715,NA
Acropora_000053,1.817358608839867,-1.8528728596924458,0.6790142570447911,-2.728768712098222,0.006357127353143322,0.028031039508574412,-1.5523607964792154,NA
Acropora_000059,18.111150541445543,0.8872235543377351,0.35815990548707327,2.477171622912875,0.013242820632464868,0.04992573417990507,1.3016755399187105,NA
Acropora_000067,104.93468830717998,-0.4359392261255978,0.07888614288889641,-5.526182548176764,3.272736088865185e-8,9.403023395747499e-7,-6.026732483318101,NA
Acropora_000072,133.81778447940204,-0.3975194821341902,0.08674807394417566,-4.582458884216876,4.595400836745512e-6,6.83332625455771e-5,-4.165367843557779,positive regulation of cilium movement
Acropora_000077,61.79316180451857,0.7181771619248921,0.14726856515787273,4.876649413641005,1.0790296302414744e-6,2.0011600163946175e-5,4.698718182998632,NA
Acropora_000083,80.46295359270343,0.36890868894010426,0.13964257684375203,2.6418066558087165,0.008246511661137315,0.03449644355286211,1.4622256766653547,major facilitator superfamily
Acropora_000086,171.66208455867215,-0.23612086362729104,0.08900752457413359,-2.652819126888851,0.007982263179404205,0.03366480153312654,-1.4728239415204694,leucine-rich repeat serine threonine-protein kinase
Acropora_000100,503.07320126561336,0.26928571947258234,0.10586177719069986,2.5437483350339933,0.010967006853663554,0.04304326068669478,1.366094836677168,NA
Acropora_000102,100.4088830436773,0.41513411747331896,0.09753954421046783,4.256059640565423,2.0806122749380905e-5,2.451129160976684e-4,3.610633803223032,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex
Acropora_000103,46.411488668588426,0.334248518663938,0.11171682738023635,2.9919263418240374,0.002772231425786059,0.014380992121376612,1.842211151646023,NA
Acropora_000105,3.836478411684962,-1.6189378198423343,0.4056378092790717,-3.9910920106772725,6.576975571594382e-5,6.468007928988085e-4,-3.1892294563732957,Extracellular calcium-sensing receptor-like
Acropora_000106,1.9096482614680839,1.7434483417521054,0.5002454752846005,3.48518562963557,4.917957348197064e-4,0.003447676394067027,2.462473504699556,radial pattern formation
Acropora_000109,192.4610791173694,-0.27045123476934735,0.09263127384628839,-2.9196536281918353,0.003504206262128264,0.017417041752827992,-1.7590256070506738,NA
Acropora_000112,105.10978125775765,0.2642537198797562,0.08462022969432759,3.1228196949395675,0.0017912744757119315,0.010052539304475841,1.9977242201714724,NA
Acropora_000119,21.204589191311612,-1.2521418001478217,0.16035595031144784,-7.808514730609477,5.786583276240748e-15,1.0247944120201442e-12,-11.989363251369765,NA
Acropora_000122,16.772274869371444,-1.1611454020415763,0.38269533740846284,-3.034124768555121,0.0024123463958433755,0.0128377232090128,-1.8915119922671224,NA
Acropora_000123,946.0823524009616,-1.2732433352441135,0.16150285408098172,-7.883720337262128,3.177750621640877e-15,6.022673678173051e-13,-12.220210667230887,NA
Acropora_000141,128.6525051081995,-0.32938889736447546,0.11633709841145123,-2.8313315516905933,0.00463546429008787,0.021896336128473658,-1.6596285487354527,"D-arabinono-1,4-lactone oxidase"
