"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
247 0.695854479460537 5 8 "GO:0000014" "single-stranded DNA endodeoxyribonuclease activity" 0.856402138374843
746 0.0850302247897109 2 17 "GO:0000030" "mannosyltransferase activity" 0.30031824338418
124 0.673520774335349 3 37 "GO:0000049" "tRNA binding" 0.849203278422476
1292 0.0090685237470665 2 13 "GO:0000062" "fatty-acyl-CoA binding" 0.0886610134199805
561 0.320429013603939 2 10 "GO:0000099;GO:0015184" "sulfur amino acid transmembrane transporter activity" 0.591406924091178
-378 0.344067756559794 2 20 "GO:0000146;GO:0030898" "microfilament motor activity" 0.6146071671011
-438 0.0264175312463784 2 83 "GO:0000149" "SNARE binding" 0.168181376248746
948 0.133124867050002 2 8 "GO:0000150" "recombinase activity" 0.377646967408684
253 0.415812880375969 5 33 "GO:0000175;GO:0016896;GO:0004532" "exoribonuclease activity" 0.682658469475983
-135 0.821156307113192 5 9 "GO:0000182" "rDNA binding" 0.917516486009128
1056 0.00312014354907335 3 25 "GO:0000217" "DNA secondary structure binding" 0.0406732998361347
1538 0.0538676641823891 5 5 "GO:0000268" "peroxisome targeting sequence binding" 0.234331127360143
-281 0.700139266269367 2 6 "GO:0000285" "1-phosphatidylinositol-3-phosphate 5-kinase activity" 0.858513434003311
78 0.649338912905979 5 111 "GO:0000287" "magnesium ion binding" 0.835518342693357
513 0.481459190883196 6 6 "GO:0000295" "adenine nucleotide transmembrane transporter activity" 0.732219186134861
-282 0.528287669209211 3 16 "GO:0000339;GO:0000340" "RNA cap binding" 0.763666106647753
974 0.0245206581356881 4 17 "GO:0000400" "four-way junction DNA binding" 0.163282791128605
1324 0.0359185253197288 4 8 "GO:0000403" "Y-form DNA binding" 0.188594279740339
972 0.18211260992441 4 6 "GO:0000405" "bubble DNA binding" 0.444990702254738
-438 0.462087789305356 3 9 "GO:0000900" "translation repressor activity, mRNA regulatory element binding" 0.716694234120913
-603 2.44713383448317e-10 3 373 "GO:0000976;GO:0044212;GO:1990837;GO:0001067;GO:0000977;GO:0001012" "regulatory region nucleic acid binding" 8.59391877985955e-08
-668 7.95614282289912e-07 8 179 "GO:0000978;GO:0000987" "proximal promoter sequence-specific DNA binding" 7.25998032589545e-05
-1060 0.0263736912783842 4 14 "GO:0000979" "RNA polymerase II core promoter sequence-specific DNA binding" 0.168181376248746
-553 0.0479234588053249 4 41 "GO:0000980" "RNA polymerase II distal enhancer sequence-specific DNA binding" 0.2242572110762
-550 3.13933106113591e-10 2 448 "GO:0000981;GO:0003700" "DNA-binding transcription factor activity" 8.59391877985955e-08
-474 0.0821578002993269 -1 43 "GO:0000988;GO:0000989" "obsolete transcription factor activity, protein binding" 0.295266369366577
-336 0.618753680868061 3 7 "GO:0000992;GO:0001006;GO:0001032" "RNA polymerase III type 3 promoter DNA binding" 0.819227075485328
-74 0.849169916862706 2 21 "GO:0000993;GO:0043175" "RNA polymerase core enzyme binding" 0.924752088259421
-733 0.314055018320127 3 6 "GO:0001013;GO:0001163;GO:0001164" "RNA polymerase I regulatory region DNA binding" 0.582864822136507
98 0.869766423890557 2 9 "GO:0001016" "RNA polymerase III regulatory region DNA binding" 0.935554257524715
-1200 0.000620441362363001 4 26 "GO:0001046" "core promoter sequence-specific DNA binding" 0.0157996114369183
-1027 0.000481209047500179 2 37 "GO:0001047" "core promoter binding" 0.0127592495432907
-291 0.357376428808072 -1 32 "GO:0001076" "obsolete transcription factor activity, RNA polymerase II transcription factor binding" 0.628051463950706
-387 0.0443441712440454 2 87 "GO:0001085" "RNA polymerase II transcription factor binding" 0.213882270593614
-234 0.624484249484824 2 14 "GO:0001091" "RNA polymerase II general transcription initiation factor binding" 0.819743412648557
-42 0.943407296459917 3 9 "GO:0001094" "TFIID-class transcription factor complex binding" 0.977323547420633
-173 0.583370170179145 3 32 "GO:0001099;GO:0001098" "basal RNA polymerase II transcription machinery binding" 0.794515343714134
-376 0.312679893104851 4 23 "GO:0001102" "RNA polymerase II activating transcription factor binding" 0.581297933700869
