"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
309 0.623841049587076 3 8 "GO:0000014" "single-stranded DNA endodeoxyribonuclease activity" 0.830549633579983
625 0.149244254883741 2 17 "GO:0000030" "mannosyltransferase activity" 0.390962820807886
183 0.534233981344941 2 37 "GO:0000049" "tRNA binding" 0.766317389265225
1588 0.00133908290905953 4 13 "GO:0000062" "fatty-acyl-CoA binding" 0.0201672327679104
202 0.721036747803165 2 10 "GO:0000099;GO:0015184" "sulfur amino acid transmembrane transporter activity" 0.88186143206901
-579 0.147152584765097 3 20 "GO:0000146;GO:0030898" "microfilament motor activity" 0.386525597407818
-520 0.00832440675861926 3 83 "GO:0000149" "SNARE binding" 0.0735098822636136
680 0.281238338557171 2 8 "GO:0000150" "recombinase activity" 0.558903776261529
97 0.755200381566783 4 33 "GO:0000175;GO:0016896;GO:0004532" "exoribonuclease activity" 0.895701937656432
-56 0.924517999978343 7 9 "GO:0000182" "rDNA binding" 0.959464105919653
1195 0.000827210167486495 4 25 "GO:0000217" "DNA secondary structure binding" 0.0137241686878441
1634 0.0405529955484329 3 5 "GO:0000268" "peroxisome targeting sequence binding" 0.188959702661847
-534 0.463949675932734 6 6 "GO:0000285" "1-phosphatidylinositol-3-phosphate 5-kinase activity" 0.716537228697241
72 0.672144382485725 2 111 "GO:0000287" "magnesium ion binding" 0.851663804468259
778 0.285357316467984 2 6 "GO:0000295" "adenine nucleotide transmembrane transporter activity" 0.564018522621737
-215 0.630028189012251 4 16 "GO:0000339;GO:0000340" "RNA cap binding" 0.833189452860404
1145 0.00820070972292705 2 17 "GO:0000400" "four-way junction DNA binding" 0.0730063182650823
1538 0.0147613266256435 5 8 "GO:0000403" "Y-form DNA binding" 0.105644788595292
1104 0.129687484497871 5 6 "GO:0000405" "bubble DNA binding" 0.362264784502981
-128 0.830042119968974 2 9 "GO:0000900" "translation repressor activity, mRNA regulatory element binding" 0.926608211620687
-619 8.28206651708928e-11 6 373 "GO:0000976;GO:0044212;GO:1990837;GO:0001067;GO:0000977;GO:0001012" "regulatory region nucleic acid binding" 2.26721570905319e-08
-666 8.399474588514e-07 2 179 "GO:0000978;GO:0000987" "proximal promoter sequence-specific DNA binding" 6.84766114759566e-05
-1231 0.00989478090705775 3 14 "GO:0000979" "RNA polymerase II core promoter sequence-specific DNA binding" 0.0839905821180484
-551 0.048666672906742 2 41 "GO:0000980" "RNA polymerase II distal enhancer sequence-specific DNA binding" 0.20898041895248
-548 3.81417356780578e-10 3 448 "GO:0000981;GO:0003700" "DNA-binding transcription factor activity" 8.35304011349466e-08
-587 0.0314741723901878 -1 43 "GO:0000988;GO:0000989" "obsolete transcription factor activity, protein binding" 0.164626462406937
-462 0.493825335561098 8 7 "GO:0000992;GO:0001006;GO:0001032" "RNA polymerase III type 3 promoter DNA binding" 0.737706333478039
-36 0.927043857591774 2 21 "GO:0000993;GO:0043175" "RNA polymerase core enzyme binding" 0.959464105919653
