delta.rank,pval,level,nseqs,term,name,p.adj
899,1.69611434256638e-7,3,115,GO:0000070;GO:0000819,sister chromatid segregation,5.44253161099977e-5
680,3.79191290866538e-5,4,125,GO:0000075;GO:0007093,cell cycle checkpoint,0.00513096268352147
660,7.10235504909377e-4,2,89,GO:0000077;GO:0031570,DNA integrity checkpoint,0.0376148997988413
410,1.64146388111672e-4,2,296,GO:0000280;GO:0048285,organelle fission,0.0124571614374676
731,3.77069638087674e-4,6,80,GO:0000724;GO:0000725,recombinational repair,0.0236426997214743
1001,9.63893126022911e-5,2,51,GO:0001824,blastocyst development,0.00973710556010181
2715,2.72349775718598e-4,2,6,GO:0006268,DNA unwinding involved in DNA replication,0.018805924386645
1751,1.27903456167389e-4,2,16,GO:0006271,DNA strand elongation involved in DNA replication,0.0112534411837598
710,3.99048690206413e-4,2,84,GO:0006275,regulation of DNA replication,0.0244585461244492
1639,2.19909066605492e-4,2,17,GO:0006297,"nucleotide-excision repair, DNA gap filling",0.015723738202533
1605,3.85645224609313e-5,2,22,GO:0006298,mismatch repair,0.00513096268352147
803,2.00664682936823e-6,2,119,GO:0006323,DNA packaging,4.97557202463804e-4
738,5.92470544884658e-4,4,73,GO:0006333;GO:0031497,chromatin assembly or disassembly,0.0326457254782405
-424,1.13960378327902e-5,2,380,GO:0006511;GO:0019941;GO:0043632;GO:0051603;GO:0030163;GO:0044257,protein catabolic process,0.00201294284490099
-376,3.29234514589437e-6,2,559,GO:0006886,intracellular protein transport,7.80858381341469e-4
-542,4.26191618578129e-4,3,144,GO:0006909,phagocytosis,0.0258319475482633
407,5.16453946599701e-6,3,451,GO:0006974,cellular response to DNA damage stimulus,0.00112690251148055
1182,5.05272448263877e-4,2,29,GO:0007062,sister chromatid cohesion,0.0286758066260904
-1834,8.74208714719938e-4,4,11,GO:0007390,germ-band shortening,0.0441556346184932
1558,1.3941119817135e-4,3,20,GO:0008608,attachment of spindle microtubules to kinetochore,0.0119818952047346
562,4.65771378310889e-5,6,180,GO:0010948,negative regulation of cell cycle process,0.00590879736903698
-428,6.13667536798605e-4,4,221,GO:0016050,vesicle organization,0.0334755641323639
1427,2.53714265528571e-4,2,22,GO:0022616,DNA strand elongation,0.0177437348520302
2770,6.03369820266932e-5,5,7,GO:0030174,regulation of DNA-dependent DNA replication initiation,0.00671710687664513
981,1.14881999430318e-4,7,52,GO:0030261,chromosome condensation,0.0106217170659726
-816,2.21948275269485e-4,2,69,GO:0030433;GO:0036503,ERAD pathway,0.015723738202533
