gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,annot
Pseudodiploria165438,2.0814683168297496,-2.2310037593741368,0.6426798948870871,-3.4714074255677523,5.177378125742126e-4,0.06294802475495304,negative regulation of cell growth
Pseudodiploria171125,79.91659807253704,2.425310601495238,0.3096081165579322,7.833485208523037,4.7452869702387274e-15,8.38112584683564e-11,NA
Pseudodiploria173226,1.9496786370739108,-2.3199203331677345,0.6745375489452323,-3.439275303199015,5.832737542683702e-4,0.06724300666007198,NA
Pseudodiploria175231,1.6198557733933745,2.0854195953163446,0.6182363610917871,3.37317525555041,7.430664063559626e-4,0.07586149635294226,NA
Pseudodiploria178481,2.012636412949095,2.5091332459518694,0.6290381756810121,3.988840968571455,6.639691423388034e-5,0.018614322209504673,NA
Pseudodiploria180897,2.0234457825557017,2.128029857014715,0.6180946606504335,3.4428866523055643,5.755404820591825e-4,0.06724300666007198,NA
Pseudodiploria182691,2.046702860664246,-2.0823269882890014,0.6430425727332079,-3.238241255844407,0.001202690589760412,0.09568432971328106,G-protein coupled adenosine receptor activity
Pseudodiploria188626,2.133469748772749,2.4064956959426964,0.4980361844310125,4.831969586089466,1.3518891091804e-6,0.0018366973420264785,NA
Pseudodiploria189038,2.551344391495026,2.055328017765341,0.6060584876388198,3.3913030832598663,6.95611298660378e-4,0.07260378968517862,NA
Pseudodiploria190079,2.9288297108026273,2.191717624884846,0.5488157254745524,3.9935401322360105,6.509405506876316e-5,0.018543406461685404,protein delipidation
Pseudodiploria192334,10.638616360375261,-2.2744119458767957,0.5420911567755925,-4.195626358129885,2.721185276176803e-5,0.010680349855074376,Green fluorescent protein
Pseudodiploria194279,1.7108294915987412,2.054851531138918,0.5982517142755268,3.4347607906603494,5.930771006756752e-4,0.06724300666007198,NA
Pseudodiploria197205,1.9469660941301354,-2.163206549652833,0.6706722109642873,-3.225430417852846,0.0012578340745758928,0.09786724856898421,Germ cell associated 2 (haspin)
Pseudodiploria198730,11.89522099640254,2.2733774316199584,0.6269427575444181,3.6261323769401588,2.876979103894554e-4,0.04457298678332071,NA
Pseudodiploria200923,1.7266664489455625,2.042393548887757,0.5109647094826733,3.997132308717721,6.41144693230224e-5,0.018543406461685404,NA
Pseudodiploria205001,2.9972404480863375,2.772975537543922,0.7156898144119872,3.8745493951485206,1.0682217516709532e-4,0.02525976688477341,NA
Pseudodiploria205225,2.584749895093526,-2.19890645871496,0.6366692408817447,-3.4537658135794658,5.528172036528742e-4,0.06597200980349369,NA
Pseudodiploria205513,33.17638370346366,2.0021791779653118,0.5400625998321594,3.7073094463263123,2.094729241504894e-4,0.03718440684103418,ranBP-type and C3HC4-type zinc finger-containing protein
Pseudodiploria214270,2.7153020767943157,-2.0253564900456,0.5914899028992147,-3.4241607170608037,6.167013741359296e-4,0.06807615186666012,NA
Pseudodiploria267186,2.7130100454756807,3.3603590873041598,0.8855669081132619,3.794585204706382,1.478904896575807e-4,0.030706718946956195,NA
Pseudodiploria63792,2.4192676449127735,-2.054286722680506,0.6403504834529284,-3.2080661696439785,0.00133630749350577,0.09971331708550875,pyrimidine nucleobase transmembrane transporter activity
Pseudodiploria84865,3.632802527603724,3.077637697643212,0.9403073477721128,3.2730124941968333,0.0010640777383231284,0.0890027606589536,cellular macromolecule catabolic process
