"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
497 0.299677572663066 2 10 "GO:0000109" "nucleotide-excision repair complex" 0.651930158074038
46 0.851683204808974 2 39 "GO:0000118" "histone deacetylase complex" 0.950003454839395
72 0.68279548145378 3 75 "GO:0000123;GO:0031248;GO:1902493" "protein acetyltransferase complex" 0.89593335923622
-288 0.528714967325067 2 11 "GO:0000124" "SAGA complex" 0.806073638708709
-221 0.721475808622332 7 6 "GO:0000125" "PCAF complex" 0.914126778439256
-289 0.509323318867324 6 12 "GO:0000137" "Golgi cis cisterna" 0.791090650939839
47 0.901501090535389 5 16 "GO:0000138" "Golgi trans cisterna" 0.973464167428635
-352 0.000108812802766347 2 293 "GO:0000139" "Golgi membrane" 0.00426088027674538
681 0.177647921979592 2 9 "GO:0000145" "exocyst" 0.510309088620913
-174 0.115918449817918 3 195 "GO:0000151" "ubiquitin ligase complex" 0.416100902817284
-291 0.337424165892384 2 25 "GO:0000152" "nuclear ubiquitin ligase complex" 0.683291133051205
-454 0.368525290534205 2 9 "GO:0000153" "cytoplasmic ubiquitin ligase complex" 0.703714525762477
-602 0.233502687090945 4 9 "GO:0000159" "protein phosphatase type 2A complex" 0.584936024227822
-943 0.0620404402471553 2 9 "GO:0000164" "protein phosphatase type 1 complex" 0.299826375842832
-116 0.759869955565963 2 16 "GO:0000176;GO:0000178;GO:1905354" "exosome (RNase complex)" 0.929515248762296
-70 0.88473812564204 4 10 "GO:0000177" "cytoplasmic exosome (RNase complex)" 0.972297142507648
-201 0.745646022230793 2 6 "GO:0000221;GO:0033180" "vacuolar proton-transporting V-type ATPase, V1 domain" 0.923297881927058
476 4.96612780987012e-08 4 320 "GO:0000228;GO:0044454" "nuclear chromosome" 1.23159969684779e-05
591 0.242439187991664 6 9 "GO:0000235" "astral microtubule" 0.591392642182944
325 0.439154170730648 2 13 "GO:0000242" "pericentriolar material" 0.757064507834314
-599 0.263783187627362 2 8 "GO:0000243" "commitment complex" 0.614792844327075
-575 0.352513011193382 2 6 "GO:0000275;GO:0045261" "mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)" 0.695970577341635
-565 0.36067487852479 3 6 "GO:0000276;GO:0045263" "proton-transporting ATP synthase complex, coupling factor F(o)" 0.698489094115633
271 0.461944047045905 2 17 "GO:0000307" "cyclin-dependent protein kinase holoenzyme complex" 0.761459470267378
435 0.0521892820834928 3 46 "GO:0000313;GO:0005761" "mitochondrial ribosome" 0.271025560117941
341 0.31505950676509 3 20 "GO:0000314;GO:0005763" "organellar small ribosomal subunit" 0.661254481761446
397 0.190874897127016 3 25 "GO:0000315;GO:0005762" "organellar large ribosomal subunit" 0.528682542973261
-763 0.131220266223539 3 9 "GO:0000322" "storage vacuole" 0.434000910828125
-122 0.125942129506148 3 392 "GO:0000323;GO:0005773;GO:0005764" "vacuole" 0.427858193390749
-426 0.490760027928935 2 6 "GO:0000324;GO:0000329" "fungal-type vacuole" 0.78018260850241
-633 0.306150688170574 2 6 "GO:0000346;GO:0000347;GO:0000445" "transcription export complex" 0.655375469067118
-432 0.203317010991043 2 20 "GO:0000407" "phagophore assembly site" 0.544128979055165
-397 0.310887811850368 3 15 "GO:0000421" "autophagosome membrane" 0.660141237434302
183 0.210636353843889 3 109 "GO:0000428;GO:0030880;GO:0016591;GO:0055029" "RNA polymerase complex" 0.549449624317166
-362 0.527844303518155 2 7 "GO:0000439" "transcription factor TFIIH core complex" 0.806073638708709
-639 0.00328288785745883 2 49 "GO:0000502;GO:1905369" "endopeptidase complex" 0.0359186553816084
-487 0.395546767326585 2 7 "GO:0000506" "glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex" 0.725700164994312
750 4.49661359265328e-07 5 106 "GO:0000775" "chromosome, centromeric region" 6.69096102586808e-05
725 5.49922490453747e-05 2 72 "GO:0000776" "kinetochore" 0.00272761555265059
1765 0.000230239515770188 2 10 "GO:0000778" "condensed nuclear chromosome kinetochore" 0.00620734714096296
905 0.000350139798330807 2 36 "GO:0000779;GO:0000777" "condensed chromosome, centromeric region" 0.00789406090782183
1286 0.000472573711442808 3 17 "GO:0000780" "condensed nuclear chromosome, centromeric region" 0.01004556689467
340 0.11016407929794 2 51 "GO:0000781" "chromosome, telomeric region" 0.403754064027918
534 0.387936763877674 3 6 "GO:0000782;GO:0000783" "telomere cap complex" 0.720794622376401
428 0.0952749576527664 3 35 "GO:0000784" "nuclear chromosome, telomeric region" 0.375050626950573
404 5.49193113526968e-06 2 308 "GO:0000785" "chromatin" 0.000453999640515627
-5 0.986067263287125 4 26 "GO:0000786" "nucleosome" 0.990059438442134
94 0.803538098439233 2 16 "GO:0000788" "nuclear nucleosome" 0.947259926101714
294 0.0080656136163484 3 194 "GO:0000790" "nuclear chromatin" 0.0740841546983112
20 0.940398923913738 4 32 "GO:0000791;GO:0005719" "euchromatin" 0.974299647806151
440 0.0452142903011625 2 48 "GO:0000792" "heterochromatin" 0.253030716697339
699 1.07025600982664e-06 4 114 "GO:0000793" "condensed chromosome" 0.000113752924473003
734 9.2012139571726e-05 2 66 "GO:0000794" "condensed nuclear chromosome" 0.00380316843563134
345 0.348434479482486 3 17 "GO:0000795;GO:0099086" "synaptonemal structure" 0.695000677573645
1773 0.000216653309139192 2 10 "GO:0000796" "condensin complex" 0.00620734714096296
35 0.951701790341325 3 7 "GO:0000800" "lateral element" 0.974519770612586
535 0.0620608358599411 3 28 "GO:0000803" "sex chromosome" 0.299826375842832
679 0.120991276980567 6 12 "GO:0000805" "X chromosome" 0.417877523884758
487 0.363315062872257 3 8 "GO:0000808;GO:0005664" "origin recognition complex" 0.698489094115633
129 0.78847157430793 4 10 "GO:0000812" "Swr1 complex" 0.947259926101714
129 0.834925112301198 6 6 "GO:0000813" "ESCRT I complex" 0.94929924001869
-831 0.120916288832056 2 8 "GO:0000815" "ESCRT III complex" 0.417877523884758
-419 0.536774607878653 3 5 "GO:0000835" "ER ubiquitin ligase complex" 0.811791182737301
483 0.00315295031934287 3 87 "GO:0000922" "spindle pole" 0.0354893129785704
1453 0.0319507748956872 4 5 "GO:0000923" "equatorial microtubule organizing center" 0.20819970086616
659 0.149296248913519 4 11 "GO:0000930" "gamma-tubulin complex" 0.459263872413521
122 0.844203372740743 6 6 "GO:0000931;GO:0008274" "gamma-tubulin ring complex" 0.94929924001869
-307 0.157844656708658 5 49 "GO:0000932" "P-body" 0.471819222451101
1490 0.0278289370440274 2 5 "GO:0000938" "GARP complex" 0.190711887213668
1293 0.0046674852846364 2 11 "GO:0000940" "condensed chromosome outer kinetochore" 0.0469271493482362
329 0.401172146610831 2 15 "GO:0000974" "Prp19 complex" 0.729760579653932
