"","pval","term","direction","color"
"8/19 external encapsulating structure",0.00656934306569443,"GO:0005618;GO:0030312",0,"black"
"4/7 plasmodesma",0.0048780487804888,"GO:0009506;GO:0055044",0,"black"
"6/16 thylakoid",0.00491803278688625,"GO:0009579;GO:0042651;GO:0034357;GO:0044436",0,"black"
"13/28 chloroplast",1e-15,"GO:0009507;GO:0009536;GO:0044435;GO:0044434",0,"black"
"6/11 plastid stroma",0.00661764705882453,"GO:0009532;GO:0009570",0,"black"
"12/17 U1 snRNP",0.00652173913043578,"GO:0005685",0,"black"
"15/25 prespliceosome",0.0215568862275459,"GO:0071010;GO:0071004",0,"grey50"
"75/152 spliceosomal complex",0.00431034482758721,"GO:0005681",0,"black"
"38/69 U2-type spliceosomal complex",0.00687022900763459,"GO:0005684",0,"black"
"21/44 Cajal body",0.0458563535911612,"GO:0015030",0,"grey50"
"231/531 nuclear body",1e-15,"GO:0016604",0,"black"
"131/285 nuclear speck",1e-15,"GO:0016607",0,"black"
"6/8 mRNA editing complex",0.00277777777777878,"GO:0036396;GO:0045293",0,"black"
"19/31 pronucleus",1e-15,"GO:0045120",0,"black"
"112/241 chromosomal region",0.0036697247706432,"GO:0098687",0,"black"
"61/128 chromosome, centromeric region",1e-15,"GO:0000775",0,"black"
"38/81 kinetochore",0.00884353741496699,"GO:0000776",0,"black"
"7/9 cohesin complex",0.0120805369127527,"GO:0000798;GO:0008278",0,"grey50"
"4/5 lateral element",0.00645161290322681,"GO:0000800;GO:0030893;GO:0034991",0,"black"
"12/19 synaptonemal structure",0.00827586206896652,"GO:0000795;GO:0099086",0,"black"
"67/154 condensed chromosome",0.006400000000001,"GO:0000793",0,"black"
"41/85 condensed nuclear chromosome",1e-15,"GO:0000794",0,"black"
"5/6 metaphase plate",1e-15,"GO:0070090",0,"black"
"6/15 nuclear pore nuclear basket",0.00833333333333433,"GO:0044615",0,"black"
"45/88 nuclear matrix",1e-15,"GO:0016363",0,"black"
"61/141 nuclear periphery",0.00839160839160939,"GO:0034399",0,"black"
