"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.782154048390822 2 40 "GO:0000149;GO:0019905" "SNARE binding" 1
0 0.283041023054073 2 352 "GO:0000166;GO:1901265;GO:0097367" "nucleotide binding" 0.941935483870968
0 0.0833149224428663 2 60 "GO:0000287" "magnesium ion binding" 0.751136363636364
0 0.0373312195608092 2 180 "GO:0000976;GO:0044212;GO:1990837;GO:0001067" "regulatory region nucleic acid binding" 0.8175
0 0.0390240733398171 2 116 "GO:0000977;GO:0001012" "RNA polymerase II regulatory region DNA binding" 0.793023255813953
0 0.117450636210402 4 82 "GO:0000978;GO:0000987" "proximal promoter sequence-specific DNA binding" 0.812612612612613
0 0.203127124282575 4 16 "GO:0000980" "RNA polymerase II distal enhancer sequence-specific DNA binding" 0.829444444444445
0 0.0328149174875783 3 203 "GO:0000981;GO:0003700" "DNA-binding transcription factor activity" 0.875757575757576
0 0.338522549131224 -1 24 "GO:0000988;GO:0000989" "obsolete transcription factor activity, protein binding" 0.914606741573034
0 0.191739662476319 2 28 "GO:0001047;GO:0001046" "core promoter binding" 0.808522727272727
0 0.115643516047838 4 39 "GO:0001085" "RNA polymerase II transcription factor binding" 0.809090909090909
0 0.0780194467290027 2 17 "GO:0001099;GO:0001098" "basal RNA polymerase II transcription machinery binding" 0.785
0 0.128571644953775 2 13 "GO:0001103" "RNA polymerase II repressing transcription factor binding" 0.7864
0 0.31743839706659 3 33 "GO:0001227;GO:0001217" "DNA-binding transcription repressor activity" 0.976170212765958
0 0.0762187159659762 2 64 "GO:0001228;GO:0001216" "DNA-binding transcription activator activity, RNA polymerase II-specific" 0.809210526315789
0 0.190833808330405 4 16 "GO:0001540" "amyloid-beta binding" 0.806285714285714
0 0.445753007019818 2 54 "GO:0001664" "G protein-coupled receptor binding" 0.996261682242991
0 0.284759736275051 2 73 "GO:0001882;GO:0001883;GO:0005525;GO:0032550;GO:0032561;GO:0032549;GO:0019001" "guanyl nucleotide binding" 0.941743119266055
0 0.837125032737751 4 39 "GO:0002020" "protease binding" 1
0 0.370864831000879 2 25 "GO:0002039" "p53 binding" 0.96028880866426
0 0.0815716431197853 3 342 "GO:0003677" "DNA binding" 0.767058823529412
0 0.00325746769647562 4 22 "GO:0003678" "DNA helicase activity" 0.475
0 0.12027545846144 2 178 "GO:0003682" "chromatin binding" 0.808771929824561
0 0.0343129870151574 2 25 "GO:0003684" "damaged DNA binding" 0.838888888888889
0 0.160148188275017 4 209 "GO:0003690;GO:0043565" "sequence-specific DNA binding" 0.766666666666667
0 0.126697657405514 2 33 "GO:0003697" "single-stranded DNA binding" 0.803305785123967
0 0.102136087834302 2 158 "GO:0003712" "transcription coregulator activity" 0.793
0 0.303625636992273 2 104 "GO:0003713" "transcription coactivator activity" 0.964035087719298
0 0.0555722234695081 2 53 "GO:0003714" "transcription corepressor activity" 0.821052631578947
0 0.115590677529368 4 50 "GO:0003724;GO:0004004;GO:0008026;GO:0008186;GO:0070035" "ATP-dependent helicase activity" 0.81651376146789
0 0.538264874826126 4 46 "GO:0003727" "single-stranded RNA binding" 1
0 0.247539207974364 2 140 "GO:0003729" "mRNA binding" 0.88960396039604
0 0.216564658393152 3 27 "GO:0003730" "mRNA 3'-UTR binding" 0.859459459459459
0 0.469952462147791 2 116 "GO:0003735" "structural constituent of ribosome" 0.952136752136752
0 0.0100463198687832 3 41 "GO:0003774" "motor activity" 0.65
