"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-953 0.0660133049044473 2 6 "GO:0000109" "nucleotide-excision repair complex" 0.959256750844174
132 0.57112851305974 2 30 "GO:0000118" "histone deacetylase complex" 0.99580520977678
178 0.267808027134861 3 63 "GO:0000123;GO:0031248;GO:1902493" "protein acetyltransferase complex" 0.987085286669033
65 0.871038801806855 5 10 "GO:0000124" "SAGA complex" 0.99580520977678
254 0.548876069244297 3 9 "GO:0000125" "PCAF complex" 0.99580520977678
134 0.738540127627144 2 10 "GO:0000137" "Golgi cis cisterna" 0.99580520977678
274 0.360148819186308 2 18 "GO:0000138" "Golgi trans cisterna" 0.987085286669033
-101 0.255813097917955 3 216 "GO:0000139" "Golgi membrane" 0.987085286669033
333 0.557241273229559 2 5 "GO:0000145" "exocyst" 0.99580520977678
28 0.793209946921867 3 143 "GO:0000151" "ubiquitin ligase complex" 0.99580520977678
165 0.571392973610272 4 19 "GO:0000152" "nuclear ubiquitin ligase complex" 0.99580520977678
-381 0.261521381423428 2 14 "GO:0000153" "cytoplasmic ubiquitin ligase complex" 0.987085286669033
-529 0.270689321404446 4 7 "GO:0000159" "protein phosphatase type 2A complex" 0.987085286669033
522 0.277030274424748 4 7 "GO:0000164" "protein phosphatase type 1 complex" 0.987085286669033
-496 0.268885676413945 2 8 "GO:0000176" "nuclear exosome (RNase complex)" 0.987085286669033
398 0.482940142948647 4 5 "GO:0000177" "cytoplasmic exosome (RNase complex)" 0.987085286669033
-133 0.728795824894863 3 11 "GO:0000178;GO:1905354" "exosome (RNase complex)" 0.99580520977678
108 0.195650291317543 3 244 "GO:0000228;GO:0044454" "nuclear chromosome" 0.975360457010372
-119 0.804068124190214 6 7 "GO:0000235" "astral microtubule" 0.99580520977678
146 0.657077116625262 5 15 "GO:0000242" "pericentriolar material" 0.99580520977678
-324 0.377672410002391 2 12 "GO:0000243" "commitment complex" 0.987085286669033
608 0.205273965453476 3 7 "GO:0000275;GO:0045261" "proton-transporting ATP synthase complex, catalytic core F(1)" 0.975360457010372
20 0.972283887383892 5 5 "GO:0000276" "mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)" 0.999761144258771
-283 0.618196053201917 2 5 "GO:0000306" "extrinsic component of vacuolar membrane" 0.99580520977678
-62 0.854341627283116 3 14 "GO:0000307" "cyclin-dependent protein kinase holoenzyme complex" 0.99580520977678
