"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
389 0.243336264975825 2 24 "GO:0000002" "mitochondrial genome maintenance" 0.878388747018944
-477 0.474265920001524 2 6 "GO:0000012" "single strand break repair" 0.926046316714961
630 0.013823951199714 2 41 "GO:0000018" "regulation of DNA recombination" 0.551908473186742
454 0.495706475955564 3 6 "GO:0000019" "regulation of mitotic recombination" 0.928707242835375
338 0.512256802580921 4 10 "GO:0000022" "mitotic spindle elongation" 0.928707242835375
406 0.244468764322964 4 22 "GO:0000027" "ribosomal large subunit assembly" 0.878388747018944
121 0.79836153385161 4 12 "GO:0000028" "ribosomal small subunit assembly" 0.983976696501057
641 0.116425416024549 2 16 "GO:0000038" "very long-chain fatty acid metabolic process" 0.787022642778711
113 0.645060975714376 7 45 "GO:0000041" "transition metal ion transport" 0.959761660184892
-587 0.0175161854971002 2 44 "GO:0000045;GO:1905037" "autophagosome organization" 0.597125989623301
960 0.149726552682852 5 6 "GO:0000050;GO:0019627;GO:0071941;GO:0000052" "urea cycle" 0.815911859416018
318 0.606223363252602 3 7 "GO:0000055" "ribosomal large subunit export from nucleus" 0.951823734070282
-129 0.74520934125915 -1 17 "GO:0000060" "obsolete protein import into nucleus, translocation" 0.97684867237307
-316 0.0372596740267028 2 118 "GO:0000075;GO:0007093" "cell cycle checkpoint" 0.677152514250819
-450 0.286269034007235 7 15 "GO:0000076" "DNA replication checkpoint" 0.878388747018944
-334 0.0614251266593005 7 85 "GO:0000077;GO:0031570" "DNA integrity checkpoint" 0.729346542617792
1 0.996474379623995 2 41 "GO:0000079;GO:1904029" "regulation of cyclin-dependent protein kinase activity" 0.999380986807613
292 0.121817958003312 2 76 "GO:0000082;GO:0044843" "cell cycle G1/S phase transition" 0.793639439610106
475 0.276808062198754 2 14 "GO:0000083" "regulation of transcription involved in G1/S transition of mitotic cell cycle" 0.878388747018944
43 0.820083896130902 4 76 "GO:0000086;GO:0044839" "cell cycle G2/M phase transition" 0.988110021720968
