"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-791 0.0642863059303905 2 11 "GO:0000030" "mannosyltransferase activity" 0.738462219812059
323 0.228759944983716 4 28 "GO:0000049" "tRNA binding" 0.873493069737524
72 0.839682404802494 2 16 "GO:0000062;GO:1901567" "fatty acid derivative binding" 0.994036331087741
24 0.936208482156275 2 23 "GO:0000146;GO:0030898" "microfilament motor activity" 0.994036331087741
-479 0.00271017339969986 2 80 "GO:0000149;GO:0019905" "SNARE binding" 0.469204639439443
9 0.892146160919098 2 530 "GO:0000166;GO:1901265;GO:0097367" "nucleoside phosphate binding" 0.994036331087741
-168 0.547506608406052 5 26 "GO:0000175;GO:0016896;GO:0004532" "exoribonuclease activity" 0.954134015285179
-531 0.289418609677621 6 8 "GO:0000182" "rDNA binding" 0.873493069737524
133 0.726352673060399 4 14 "GO:0000217" "DNA secondary structure binding" 0.987905871565272
-274 0.0686273317748383 2 90 "GO:0000287" "magnesium ion binding" 0.749849080716637
613 0.333888333485545 2 5 "GO:0000295" "adenine nucleotide transmembrane transporter activity" 0.895232250447787
476 0.166650491170207 4 17 "GO:0000339" "RNA cap binding" 0.852535155211485
393 0.336843310829938 2 12 "GO:0000340" "RNA 7-methylguanosine cap binding" 0.895232250447787
-81 0.863591705926063 2 9 "GO:0000400" "four-way junction DNA binding" 0.994036331087741
778 0.219867984133762 5 5 "GO:0000403" "Y-form DNA binding" 0.873493069737524
-820 0.195939970432769 5 5 "GO:0000774" "adenyl-nucleotide exchange factor activity" 0.873493069737524
-1105 0.0813403800037431 2 5 "GO:0000822" "inositol hexakisphosphate binding" 0.781498594551232
150 0.750621830595319 2 9 "GO:0000900" "translation repressor activity, mRNA regulatory element binding" 0.990598018261019
60 0.563349013048529 2 195 "GO:0000976;GO:0000977;GO:0001012" "transcription regulatory region sequence-specific DNA binding" 0.954134015285179
-79 0.539042522015536 2 125 "GO:0000978;GO:0000987" "proximal promoter sequence-specific DNA binding" 0.949033719311579
-242 0.588917737137101 2 10 "GO:0000979" "RNA polymerase II core promoter sequence-specific DNA binding" 0.963434097304318
134 0.617070928258573 4 28 "GO:0000980" "RNA polymerase II distal enhancer sequence-specific DNA binding" 0.964656831739762
10 0.90628327402646 3 311 "GO:0000981;GO:0003700" "DNA-binding transcription factor activity" 0.994036331087741
231 0.415454706892713 -1 25 "GO:0000988;GO:0000989;GO:0001076" "obsolete transcription factor activity, protein binding" 0.921591432664227
4 0.991688023663768 2 18 "GO:0000993;GO:0043175" "RNA polymerase core enzyme binding" 0.996297626826833
-119 0.851554778879815 4 5 "GO:0001013;GO:0001163" "RNA polymerase I regulatory region sequence-specific DNA binding" 0.994036331087741
-684 0.28041742500159 3 5 "GO:0001016;GO:0001032" "RNA polymerase III type 3 promoter DNA binding" 0.873493069737524
-146 0.600437680395795 2 26 "GO:0001047;GO:0001046" "core promoter binding" 0.963493022030462
-192 0.740733663909507 2 6 "GO:0001069" "regulatory region RNA binding" 0.990598018261019
321 0.0468590864640175 2 78 "GO:0001085" "RNA polymerase II transcription factor binding" 0.688862767481781
32 0.942908652639539 2 10 "GO:0001091" "RNA polymerase II general transcription initiation factor binding" 0.994777859311662
44 0.944980887534577 4 5 "GO:0001094" "TFIID-class transcription factor complex binding" 0.994777859311662
56 0.843314077791782 2 25 "GO:0001099;GO:0001098" "basal RNA polymerase II transcription machinery binding" 0.994036331087741
658 0.0432002779281421 2 19 "GO:0001102" "RNA polymerase II activating transcription factor binding" 0.688862767481781
165 0.652415860448078 2 15 "GO:0001103" "RNA polymerase II repressing transcription factor binding" 0.980607435838639
162 0.477840982043438 2 39 "GO:0001158;GO:0035326" "enhancer binding" 0.925566903139497
386 0.471073589904322 2 7 "GO:0001161;GO:0044213" "intronic transcription regulatory region sequence-specific DNA binding" 0.925566903139497
456 0.430576526561576 -1 6 "GO:0001191" "obsolete transcriptional repressor activity, RNA polymerase II transcription factor binding" 0.925256342999147
245 0.428285050265252 2 21 "GO:0001221" "transcription cofactor binding" 0.925256342999147
503 0.287688609262767 4 9 "GO:0001222" "transcription corepressor binding" 0.873493069737524
137 0.760788376605107 5 10 "GO:0001223" "transcription coactivator binding" 0.990598018261019
679 0.150796634160371 4 9 "GO:0001224" "RNA polymerase II transcription cofactor binding" 0.849104997701314
857 0.13857694749244 2 6 "GO:0001226" "RNA polymerase II transcription corepressor binding" 0.849104997701314
369 0.0697147889571778 3 49 "GO:0001227;GO:0001217" "DNA-binding transcription repressor activity" 0.749849080716637
107 0.449241765566361 3 103 "GO:0001228;GO:0001216" "DNA-binding transcription activator activity" 0.925566903139497
349 0.51432537223489 5 7 "GO:0001409;GO:0005395;GO:0008558;GO:0015208;GO:1905948" "eye pigment precursor transporter activity" 0.942557769682706
457 0.333367274120064 2 9 "GO:0001530" "lipopolysaccharide binding" 0.895232250447787
-500 0.430592642259805 4 5 "GO:0001537" "N-acetylgalactosamine 4-O-sulfotransferase activity" 0.925256342999147
-530 0.0953046800154495 4 20 "GO:0001540" "amyloid-beta binding" 0.813847494855852
-141 0.612366381305931 3 26 "GO:0001653;GO:0008528" "peptide receptor activity" 0.964656831739762
-364 0.0187696754132474 2 85 "GO:0001664" "G protein-coupled receptor binding" 0.565202621347656
-182 0.538465438415438 2 23 "GO:0001671;GO:0060590" "ATPase regulator activity" 0.949033719311579
-546 0.0649785597143116 2 23 "GO:0001784" "phosphotyrosine residue binding" 0.738462219812059
-663 0.054145960789399 3 17 "GO:0001786" "phosphatidylserine binding" 0.709296880831022
-941 0.137564950197234 2 5 "GO:0001846;GO:0001848" "opsonin binding" 0.849104997701314
138 0.796785362514298 2 7 "GO:0001871;GO:0030247" "polysaccharide binding" 0.990598018261019
97 0.500679837241501 2 98 "GO:0001882;GO:0001883;GO:0005525;GO:0032550;GO:0032561;GO:0032549;GO:0019001" "guanyl nucleotide binding" 0.93578463373783
378 0.301829906888865 2 15 "GO:0001965" "G-protein alpha-subunit binding" 0.873493069737524
211 0.592459789353027 2 13 "GO:0001968" "fibronectin binding" 0.963434097304318
258 0.684269778967966 5 5 "GO:0001972;GO:0005501;GO:0019840" "retinoic acid binding" 0.980607435838639
-15 0.93641103653193 3 55 "GO:0002020" "protease binding" 0.994036331087741
-221 0.297630447621046 2 45 "GO:0002039" "p53 binding" 0.873493069737524
-519 0.370226871987294 5 6 "GO:0002151" "G-quadruplex RNA binding" 0.909823171910408
-10 0.986771567729334 2 6 "GO:0002161" "aminoacyl-tRNA editing activity" 0.996297626826833
41 0.536415374453731 2 499 "GO:0003677" "DNA binding" 0.949033719311579
200 0.380457708202908 3 39 "GO:0003678;GO:0004003" "DNA helicase activity" 0.911716864101632
-427 0.394026039866693 6 8 "GO:0003680" "AT DNA binding" 0.911716864101632
37 0.6903900999825 2 251 "GO:0003682" "chromatin binding" 0.980607435838639
-55 0.832053056604591 2 30 "GO:0003684" "damaged DNA binding" 0.994036331087741
215 0.649699774996283 2 9 "GO:0003688" "DNA replication origin binding" 0.980607435838639
95 0.858764351693134 2 7 "GO:0003696" "satellite DNA binding" 0.994036331087741
-150 0.440341541863931 4 54 "GO:0003697" "single-stranded DNA binding" 0.925566903139497
786 0.174559763854855 2 6 "GO:0003707" "steroid hormone receptor activity" 0.873493069737524
9 0.922719539212962 2 221 "GO:0003712" "transcription coregulator activity" 0.994036331087741
28 0.816291526169717 3 141 "GO:0003713" "transcription coactivator activity" 0.994036331087741
-19 0.904095472182032 3 78 "GO:0003714" "transcription corepressor activity" 0.994036331087741
152 0.0239889311338032 2 490 "GO:0003723" "RNA binding" 0.565202621347656
156 0.388890165505949 7 62 "GO:0003724;GO:0004004;GO:0008186" "RNA-dependent ATPase activity" 0.911716864101632
46 0.847266872688567 4 35 "GO:0003725" "double-stranded RNA binding" 0.994036331087741
-161 0.390771181898058 5 58 "GO:0003727" "single-stranded RNA binding" 0.911716864101632
56 0.596647815284449 4 184 "GO:0003729" "mRNA binding" 0.963434097304318
148 0.465418996362105 2 49 "GO:0003730" "mRNA 3'-UTR binding" 0.925566903139497
96 0.533851824781004 2 86 "GO:0003735" "structural constituent of ribosome" 0.949033719311579
