"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.044745145505776 2 393 "GO:0000323;GO:0005773;GO:0005764" "vacuole" 1
0 0.278652855158471 4 626 "GO:0005694;GO:0044427" "chromosome" 1
0 0.00586435190416063 2 634 "GO:0005789;GO:0044432;GO:0042175;GO:0098827" "endoplasmic reticulum part" 1
0 0.00111420729632972 2 215 "GO:0009986" "cell surface" 1
0 0.135364400187294 2 502 "GO:0030141;GO:0099503" "secretory vesicle" 1
0 0.00972181732269927 1 440 "GO:0044421;GO:0005615" "extracellular region part" 1
0 0.0434730063138496 2 305 "GO:0045177" "apical part of cell" 1
0 0.21546253003053 2 516 "GO:0098590" "plasma membrane region" 1
0 1 4 9 "GO:0000109" "nucleotide-excision repair complex" 1
0 1 2 47 "GO:0000118" "histone deacetylase complex" 1
0 1 4 83 "GO:0000123;GO:0031248;GO:1902493" "acetyltransferase complex" 1
0 1 3 12 "GO:0000124" "SAGA complex" 1
0 1 2 12 "GO:0000137" "Golgi cis cisterna" 1
0 1 4 18 "GO:0000138" "Golgi trans cisterna" 1
0 0.844185388874514 3 278 "GO:0000139" "Golgi membrane" 1
0 1 4 9 "GO:0000145" "exocyst" 1
0 1 2 178 "GO:0000151" "ubiquitin ligase complex" 1
0 1 2 19 "GO:0000152" "nuclear ubiquitin ligase complex" 1
0 1 3 15 "GO:0000153" "cytoplasmic ubiquitin ligase complex" 1
0 1 2 9 "GO:0000159" "protein phosphatase type 2A complex" 1
0 1 2 8 "GO:0000164" "protein phosphatase type 1 complex" 1
0 1 2 8 "GO:0000176" "nuclear exosome (RNase complex)" 1
0 1 2 8 "GO:0000177" "cytoplasmic exosome (RNase complex)" 1
0 1 3 13 "GO:0000178;GO:1905354" "exoribonuclease complex" 1
0 1 4 6 "GO:0000221;GO:0033180" "proton-transporting V-type ATPase, V1 domain" 1
0 0.89702249461627 2 338 "GO:0000228;GO:0044454" "nuclear chromosome" 1
0 1 2 11 "GO:0000235" "astral microtubule" 1
0 1 2 16 "GO:0000242" "pericentriolar material" 1
0 1 3 11 "GO:0000243" "commitment complex" 1
0 1 3 7 "GO:0000275;GO:0045261" "proton-transporting ATP synthase complex, catalytic core F(1)" 1
0 1 2 6 "GO:0000276" "mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)" 1
0 1 2 20 "GO:0000307" "cyclin-dependent protein kinase holoenzyme complex" 1
0 1 5 45 "GO:0000313;GO:0005761" "mitochondrial ribosome" 1
0 1 4 19 "GO:0000314;GO:0005763" "mitochondrial small ribosomal subunit" 1
0 1 4 24 "GO:0000315;GO:0005762" "mitochondrial large ribosomal subunit" 1
0 1 2 16 "GO:0000322;GO:0000324" "storage vacuole" 1
0 1 6 7 "GO:0000329" "fungal-type vacuole membrane" 1
0 1 4 8 "GO:0000346;GO:0000347;GO:0000445" "transcription export complex" 1
0 1 2 29 "GO:0000407" "phagophore assembly site" 1
0 1 2 5 "GO:0000408" "EKC/KEOPS complex" 1
0 1 5 18 "GO:0000421" "autophagosome membrane" 1
0 1 3 119 "GO:0000428;GO:0030880;GO:0055029" "RNA polymerase complex" 1
0 1 3 5 "GO:0000439" "transcription factor TFIIH core complex" 1
0 1 2 74 "GO:0000502;GO:1905369;GO:1905368" "peptidase complex" 1
0 1 2 5 "GO:0000506" "glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex" 1
