"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
229 0.593079682797793 2 11 "GO:0000030" "mannosyltransferase activity" 0.957530785412626
-205 0.444694314191766 2 28 "GO:0000049" "tRNA binding" 0.921834136285936
-219 0.536901733580343 4 16 "GO:0000062;GO:1901567" "fatty acid derivative binding" 0.947070641181057
106 0.720960497700776 3 23 "GO:0000146;GO:0030898" "microfilament motor activity" 0.972623074266279
256 0.108566727668808 3 80 "GO:0000149;GO:0019905" "SNARE binding" 0.752273483375869
39 0.544533936090613 2 530 "GO:0000166;GO:1901265;GO:0097367" "nucleoside phosphate binding" 0.947953267249773
499 0.0734431415242222 3 26 "GO:0000175;GO:0016896;GO:0004532" "exoribonuclease activity" 0.71173593429395
222 0.657428606177519 3 8 "GO:0000182" "rDNA binding" 0.958417182616631
138 0.716027565783736 3 14 "GO:0000217" "DNA secondary structure binding" 0.972623074266279
314 0.0373784217756944 2 90 "GO:0000287" "magnesium ion binding" 0.706995602190303
-326 0.606679603793101 6 5 "GO:0000295" "adenine nucleotide transmembrane transporter activity" 0.957530785412626
-296 0.389045416432285 2 17 "GO:0000339" "RNA cap binding" 0.909549244402573
-194 0.636272368182714 2 12 "GO:0000340" "RNA 7-methylguanosine cap binding" 0.957782615255823
426 0.367369612265464 2 9 "GO:0000400" "four-way junction DNA binding" 0.908527298527927
-919 0.147052806351746 2 5 "GO:0000403" "Y-form DNA binding" 0.752273483375869
-38 0.952273795969284 5 5 "GO:0000774" "adenyl-nucleotide exchange factor activity" 0.996584466324468
1021 0.107123783977794 3 5 "GO:0000822" "inositol hexakisphosphate binding" 0.752273483375869
-254 0.590725328700856 4 9 "GO:0000900" "translation repressor activity, mRNA regulatory element binding" 0.957530785412626
-134 0.19553348187395 2 195 "GO:0000976;GO:0000977;GO:0001012" "transcription regulatory region sequence-specific DNA binding" 0.786566689709451
-122 0.342926938971689 6 125 "GO:0000978;GO:0000987" "proximal promoter sequence-specific DNA binding" 0.905102248761343
619 0.167516243225921 2 10 "GO:0000979" "RNA polymerase II core promoter sequence-specific DNA binding" 0.764836290695582
-56 0.83562395444171 2 28 "GO:0000980" "RNA polymerase II distal enhancer sequence-specific DNA binding" 0.982128062732565
-40 0.629324185194802 3 311 "GO:0000981;GO:0003700" "DNA-binding transcription factor activity" 0.957782615255823
30 0.916696585447789 -1 25 "GO:0000988;GO:0000989;GO:0001076" "obsolete transcription factor activity, protein binding" 0.993417986699567
27 0.936164601198191 2 18 "GO:0000993;GO:0043175" "RNA polymerase core enzyme binding" 0.993992097974517
-265 0.676167843075334 4 5 "GO:0001013;GO:0001163" "RNA polymerase I regulatory region sequence-specific DNA binding" 0.96387830207281
537 0.396949237232844 6 5 "GO:0001016;GO:0001032" "RNA polymerase III regulatory region DNA binding" 0.915162203262356
227 0.414925367206785 5 26 "GO:0001047;GO:0001046" "core promoter binding" 0.920911300868896
275 0.634232456996715 2 6 "GO:0001069" "regulatory region RNA binding" 0.957782615255823
-495 0.00218810152346081 4 78 "GO:0001085" "RNA polymerase II transcription factor binding" 0.614473863992466
-328 0.463957578468621 2 10 "GO:0001091" "RNA polymerase II general transcription initiation factor binding" 0.932556791879626
-240 0.705268542423631 3 5 "GO:0001094" "TFIID-class transcription factor complex binding" 0.971506002181847
-175 0.537261605970206 4 25 "GO:0001099;GO:0001098" "basal RNA polymerase II transcription machinery binding" 0.947070641181057
-668 0.0402535875987434 6 19 "GO:0001102" "RNA polymerase II activating transcription factor binding" 0.71173593429395
