 contrast                                        estimate   SE    df t.ratio p.value
 Treated A num_days0 - Untreated A num_days0      -0.2917 2.34  7.13  -0.125  1.0000
 Treated A num_days0 - Treated B num_days0         4.2358 1.72 52.00   2.470  0.5620
 Treated A num_days0 - Untreated B num_days0       1.3192 2.34  7.13   0.565  1.0000
 Treated A num_days0 - Treated C num_days0         0.3917 1.72 52.00   0.228  1.0000
 Treated A num_days0 - Untreated C num_days0       1.2617 2.34  7.13   0.540  1.0000
 Treated A num_days0 - Treated A num_days7        -1.0533 1.72 52.00  -0.614  1.0000
 Treated A num_days0 - Untreated A num_days7      -1.4208 2.34  7.13  -0.608  1.0000
 Treated A num_days0 - Treated B num_days7         4.6242 1.72 52.00   2.696  0.4082
 Treated A num_days0 - Untreated B num_days7       2.5200 2.34  7.13   1.078  0.9976
 Treated A num_days0 - Treated C num_days7         0.7958 1.72 52.00   0.464  1.0000
 Treated A num_days0 - Untreated C num_days7       0.2175 2.34  7.13   0.093  1.0000
 Treated A num_days0 - Treated A num_days28        3.6083 1.72 52.00   2.104  0.8018
 Treated A num_days0 - Untreated A num_days28      4.6417 2.34  7.13   1.986  0.8151
 Treated A num_days0 - Treated B num_days28        3.5117 1.72 52.00   2.047  0.8322
 Treated A num_days0 - Untreated B num_days28      5.1900 2.34  7.13   2.221  0.7105
 Treated A num_days0 - Treated C num_days28        2.4433 1.72 52.00   1.425  0.9922
 Treated A num_days0 - Untreated C num_days28      4.7650 2.34  7.13   2.039  0.7927
 Untreated A num_days0 - Treated B num_days0       4.5275 2.34  7.13   1.938  0.8349
 Untreated A num_days0 - Untreated B num_days0     1.6108 1.72 52.00   0.939  1.0000
 Untreated A num_days0 - Treated C num_days0       0.6833 2.34  7.13   0.292  1.0000
 Untreated A num_days0 - Untreated C num_days0     1.5533 1.72 52.00   0.906  1.0000
 Untreated A num_days0 - Treated A num_days7      -0.7617 2.34  7.13  -0.326  1.0000
 Untreated A num_days0 - Untreated A num_days7    -1.1292 1.72 52.00  -0.658  1.0000
 Untreated A num_days0 - Treated B num_days7       4.9158 2.34  7.13   2.104  0.7643
 Untreated A num_days0 - Untreated B num_days7     2.8117 1.72 52.00   1.639  0.9695
 Untreated A num_days0 - Treated C num_days7       1.0875 2.34  7.13   0.465  1.0000
 Untreated A num_days0 - Untreated C num_days7     0.5092 1.72 52.00   0.297  1.0000
 Untreated A num_days0 - Treated A num_days28      3.9000 2.34  7.13   1.669  0.9251
 Untreated A num_days0 - Untreated A num_days28    4.9333 1.72 52.00   2.876  0.3006
 Untreated A num_days0 - Treated B num_days28      3.8033 2.34  7.13   1.628  0.9356
 Untreated A num_days0 - Untreated B num_days28    5.4817 1.72 52.00   3.196  0.1579
 Untreated A num_days0 - Treated C num_days28      2.7350 2.34  7.13   1.170  0.9948
 Untreated A num_days0 - Untreated C num_days28    5.0567 1.72 52.00   2.948  0.2629
 Treated B num_days0 - Untreated B num_days0      -2.9167 2.34  7.13  -1.248  0.9909
 Treated B num_days0 - Treated C num_days0        -3.8442 1.72 52.00  -2.241  0.7182
 Treated B num_days0 - Untreated C num_days0      -2.9742 2.34  7.13  -1.273  0.9892
 Treated B num_days0 - Treated A num_days7        -5.2892 1.72 52.00  -3.084  0.2007
 Treated B num_days0 - Untreated A num_days7      -5.6567 2.34  7.13  -2.421  0.6162
 Treated B num_days0 - Treated B num_days7         0.3883 1.72 52.00   0.226  1.0000
 Treated B num_days0 - Untreated B num_days7      -1.7158 2.34  7.13  -0.734  1.0000
 Treated B num_days0 - Treated C num_days7        -3.4400 1.72 52.00  -2.006  0.8530
 Treated B num_days0 - Untreated C num_days7      -4.0183 2.34  7.13  -1.720  0.9109
 Treated B num_days0 - Treated A num_days28       -0.6275 1.72 52.00  -0.366  1.0000
 Treated B num_days0 - Untreated A num_days28      0.4058 2.34  7.13   0.174  1.0000
 Treated B num_days0 - Treated B num_days28       -0.7242 1.72 52.00  -0.422  1.0000
 Treated B num_days0 - Untreated B num_days28      0.9542 2.34  7.13   0.408  1.0000
 Treated B num_days0 - Treated C num_days28       -1.7925 1.72 52.00  -1.045  0.9998
 Treated B num_days0 - Untreated C num_days28      0.5292 2.34  7.13   0.226  1.0000
 Untreated B num_days0 - Treated C num_days0      -0.9275 2.34  7.13  -0.397  1.0000
 Untreated B num_days0 - Untreated C num_days0    -0.0575 1.72 52.00  -0.034  1.0000
 Untreated B num_days0 - Treated A num_days7      -2.3725 2.34  7.13  -1.015  0.9987
 Untreated B num_days0 - Untreated A num_days7    -2.7400 1.72 52.00  -1.598  0.9759
 Untreated B num_days0 - Treated B num_days7       3.3050 2.34  7.13   1.414  0.9752
 Untreated B num_days0 - Untreated B num_days7     1.2008 1.72 52.00   0.700  1.0000
 Untreated B num_days0 - Treated C num_days7      -0.5233 2.34  7.13  -0.224  1.0000
 Untreated B num_days0 - Untreated C num_days7    -1.1017 1.72 52.00  -0.642  1.0000
 Untreated B num_days0 - Treated A num_days28      2.2892 2.34  7.13   0.980  0.9991
 Untreated B num_days0 - Untreated A num_days28    3.3225 1.72 52.00   1.937  0.8838
 Untreated B num_days0 - Treated B num_days28      2.1925 2.34  7.13   0.938  0.9994
 Untreated B num_days0 - Untreated B num_days28    3.8708 1.72 52.00   2.257  0.7081
 Untreated B num_days0 - Treated C num_days28      1.1242 2.34  7.13   0.481  1.0000
 Untreated B num_days0 - Untreated C num_days28    3.4458 1.72 52.00   2.009  0.8514
 Treated C num_days0 - Untreated C num_days0       0.8700 2.34  7.13   0.372  1.0000
 Treated C num_days0 - Treated A num_days7        -1.4450 1.72 52.00  -0.842  1.0000
 Treated C num_days0 - Untreated A num_days7      -1.8125 2.34  7.13  -0.776  0.9999
 Treated C num_days0 - Treated B num_days7         4.2325 1.72 52.00   2.468  0.5634
 Treated C num_days0 - Untreated B num_days7       2.1283 2.34  7.13   0.911  0.9996
 Treated C num_days0 - Treated C num_days7         0.4042 1.72 52.00   0.236  1.0000
 Treated C num_days0 - Untreated C num_days7      -0.1742 2.34  7.13  -0.075  1.0000
 Treated C num_days0 - Treated A num_days28        3.2167 1.72 52.00   1.875  0.9080
 Treated C num_days0 - Untreated A num_days28      4.2500 2.34  7.13   1.819  0.8791
 Treated C num_days0 - Treated B num_days28        3.1200 1.72 52.00   1.819  0.9270
 Treated C num_days0 - Untreated B num_days28      4.7983 2.34  7.13   2.053  0.7865
 Treated C num_days0 - Treated C num_days28        2.0517 1.72 52.00   1.196  0.9989
 Treated C num_days0 - Untreated C num_days28      4.3733 2.34  7.13   1.872  0.8602
 Untreated C num_days0 - Treated A num_days7      -2.3150 2.34  7.13  -0.991  0.9990
 Untreated C num_days0 - Untreated A num_days7    -2.6825 1.72 52.00  -1.564  0.9803
 Untreated C num_days0 - Treated B num_days7       3.3625 2.34  7.13   1.439  0.9719
 Untreated C num_days0 - Untreated B num_days7     1.2583 1.72 52.00   0.734  1.0000
 Untreated C num_days0 - Treated C num_days7      -0.4658 2.34  7.13  -0.199  1.0000
 Untreated C num_days0 - Untreated C num_days7    -1.0442 1.72 52.00  -0.609  1.0000
 Untreated C num_days0 - Treated A num_days28      2.3467 2.34  7.13   1.004  0.9988
 Untreated C num_days0 - Untreated A num_days28    3.3800 1.72 52.00   1.971  0.8693
 Untreated C num_days0 - Treated B num_days28      2.2500 2.34  7.13   0.963  0.9993
 Untreated C num_days0 - Untreated B num_days28    3.9283 1.72 52.00   2.290  0.6859
 Untreated C num_days0 - Treated C num_days28      1.1817 2.34  7.13   0.506  1.0000
 Untreated C num_days0 - Untreated C num_days28    3.5033 1.72 52.00   2.043  0.8347
 Treated A num_days7 - Untreated A num_days7      -0.3675 2.34  7.13  -0.157  1.0000
 Treated A num_days7 - Treated B num_days7         5.6775 1.72 52.00   3.310  0.1220
