 contrast                                                    estimate    SE    df t.ratio p.value
 (Treated BC-8b num_days0) - (Untreated BC-8b num_days0)     0.265085 0.149  7.47   1.779  0.8942
 (Treated BC-8b num_days0) - (Treated MB-B num_days0)        0.264558 0.111 50.00   2.380  0.6246
 (Treated BC-8b num_days0) - (Untreated MB-B num_days0)      0.228914 0.149  7.47   1.536  0.9569
 (Treated BC-8b num_days0) - (Treated SI-C num_days0)        0.523925 0.111 50.00   4.714  0.0023
 (Treated BC-8b num_days0) - (Untreated SI-C num_days0)      0.506896 0.149  7.47   3.402  0.2421
 (Treated BC-8b num_days0) - (Treated BC-8b num_days7)      -0.220036 0.120 50.07  -1.827  0.9240
 (Treated BC-8b num_days0) - (Untreated BC-8b num_days7)     0.386740 0.156  8.82   2.478  0.5835
 (Treated BC-8b num_days0) - (Treated MB-B num_days7)        0.317165 0.111 50.00   2.853  0.3144
 (Treated BC-8b num_days0) - (Untreated MB-B num_days7)      0.376558 0.149  7.47   2.527  0.5650
 (Treated BC-8b num_days0) - (Treated SI-C num_days7)        0.208889 0.111 50.00   1.879  0.9061
 (Treated BC-8b num_days0) - (Untreated SI-C num_days7)      0.216508 0.149  7.47   1.453  0.9709
 (Treated BC-8b num_days0) - (Treated BC-8b num_days28)      1.116463 0.111 50.00  10.045  <.0001
 (Treated BC-8b num_days0) - (Untreated BC-8b num_days28)    1.248494 0.149  7.47   8.378  0.0019
 (Treated BC-8b num_days0) - (Treated MB-B num_days28)       1.179298 0.111 50.00  10.610  <.0001
 (Treated BC-8b num_days0) - (Untreated MB-B num_days28)     1.121042 0.149  7.47   7.523  0.0039
 (Treated BC-8b num_days0) - (Treated SI-C num_days28)       1.255200 0.111 50.00  11.293  <.0001
 (Treated BC-8b num_days0) - (Untreated SI-C num_days28)     1.317479 0.149  7.47   8.841  0.0014
 (Untreated BC-8b num_days0) - (Treated MB-B num_days0)     -0.000528 0.149  7.47  -0.004  1.0000
 (Untreated BC-8b num_days0) - (Untreated MB-B num_days0)   -0.036171 0.111 50.00  -0.325  1.0000
 (Untreated BC-8b num_days0) - (Treated SI-C num_days0)      0.258840 0.149  7.47   1.737  0.9074
 (Untreated BC-8b num_days0) - (Untreated SI-C num_days0)    0.241811 0.111 50.00   2.176  0.7593
 (Untreated BC-8b num_days0) - (Treated BC-8b num_days7)    -0.485121 0.156  8.82  -3.108  0.3109
 (Untreated BC-8b num_days0) - (Untreated BC-8b num_days7)   0.121655 0.120 50.07   1.010  0.9999
 (Untreated BC-8b num_days0) - (Treated MB-B num_days7)      0.052080 0.149  7.47   0.349  1.0000
 (Untreated BC-8b num_days0) - (Untreated MB-B num_days7)    0.111473 0.111 50.00   1.003  0.9999
 (Untreated BC-8b num_days0) - (Treated SI-C num_days7)     -0.056196 0.149  7.47  -0.377  1.0000
