gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,annot
Acropora1006,35.634870604655795,2.02733853154487,0.4122547431499877,4.917683944772172,8.757415338104187e-7,2.892703442301303e-5,Sterile alpha motif domain containing 11
Acropora10108,35.3912119750648,-4.9370266571350365,1.2906759405788941,-3.825148127360831,1.3069348107024503e-4,0.0016039098741032977,NA
Acropora10490,5.672801903437912,-6.465673407568334,1.0924525394037012,-5.918493641012107,3.2490356509082506e-9,2.652007299855799e-7,Chlorophyll A-B binding protein
Acropora1055,2.398836767442127,3.106277589791226,0.7202794670594025,4.312600500015429,1.6134550167516987e-5,3.0013042323523116e-4,NA
Acropora10663,30.659993466825437,-2.0228538200505004,0.3176144852251332,-6.368896615708979,1.9039288400136602e-10,2.346752020890663e-8,NA
Acropora10965,66.72110461535148,2.149003677839099,0.281167461486611,7.643145001476045,2.1197903481056773e-14,8.196002029081013e-12,Monoamine oxidase
Acropora11124,25.29701483759391,2.2565521043441215,0.4448042669706812,5.073135021190927,3.913146323611437e-7,1.485185989030113e-5,NA
Acropora11242,14.029479381506924,-2.15241083999281,0.3202276555219226,-6.721502040430288,1.7986071753611832e-11,3.116256611235454e-9,NA
Acropora11305,45.35392377394921,2.151156892909763,0.4469940540663193,4.812495542928635,1.4905719807666819e-6,4.418902294232526e-5,NA
Acropora11575,56.32012465536839,-2.2869880284113746,0.5208535286398861,-4.390846759516877,1.1291009602359392e-5,2.2603590246196253e-4,NA
Acropora11637,16.834840198574156,2.00384796089456,0.42335500311404656,4.733256832103029,2.209456248215652e-6,6.0518670733190986e-5,purine-rich negative regulatory element binding
Acropora12006,6.672374507286049,-3.4196089377483334,1.3058622732415215,-2.618659722253781,0.00882759549219209,0.04170908284328629,NA
Acropora12035,58.26681745339793,-4.235546573146651,0.6398397898458618,-6.619698618879267,3.599319329055814e-11,5.625812692576558e-9,NA
Acropora12331,25.414807019919483,-2.0666019720447784,0.4061954567315729,-5.087703315722844,3.624257538736991e-7,1.4012905647931412e-5,NA
Acropora13132,13.094871195745807,2.7106220314219485,0.4038041275767189,6.712715017770481,1.9103599480429573e-11,3.27894538558719e-9,NA
Acropora13296,2.029310207862801,-3.227372846624221,0.739515655409272,-4.364171093630314,1.2760567963870455e-5,2.503784304919475e-4,NA
Acropora13953,7.966392481511134,2.1449062361142985,0.47427851466382814,4.522461317132661,6.112466001036474e-6,1.3656751136500653e-4,NA
Acropora13954,2.4009279040664775,2.179151370987706,0.5945679918642841,3.6651003767540824,2.4724159392802025e-4,0.0026133614349842047,NA
Acropora14369,54.067798740204964,2.3030669104776593,0.2230739441019825,10.32423091701274,5.475584529729837e-25,2.234707726238963e-21,NA
Acropora14855,115.76485397074984,-3.5585617307889987,0.3652090473562524,-9.743903543872804,1.9588197049269262e-22,4.2323180342159367e-19,NA
Acropora15209,22.736121599812495,2.0691768373059456,0.27083249210453847,7.640061283737201,2.1711837256456854e-14,8.225016295348716e-12,DNA replication origin binding
Acropora15486,5.246874846793661,2.207364625243511,0.6502749712532777,3.3945095887501986,6.875163241442014e-4,0.005803229686080522,NA
Acropora15669,5.208166717900816,2.397238059979441,0.8971782225805055,2.6719753106405038,0.007540619627452636,0.03697923892335952,NA
Acropora15737,1.8799096766402017,2.007589718424417,0.6858415271876662,2.9271918349077777,0.003420378362958347,0.020162721497323552,NA
Acropora16026,6.994952901976683,2.431787567511346,0.4269708644191696,5.695441469570603,1.230530955941179e-8,8.528043875976499e-7,NA
Acropora16201,21.270373259416296,-5.316455999943293,1.691812818244286,-3.1424611178088577,0.0016753396274867896,0.011670187721831456,NA
Acropora16248,37.130601303242514,-2.00661757977456,0.3133433808030076,-6.4038933090981045,1.514639736464792e-10,1.9250599363352345e-8,NA
Acropora16258,1.5573518338701773,2.2527650287812047,0.7490111861325235,3.007652049114551,0.0026327438527431377,0.016409861607858168,NA
Acropora16396,21.29922933751522,2.3937105525542166,0.3589859521447458,6.667978338018794,2.5935105085499897e-11,4.215143119006623e-9,NA
Acropora16501,1.5353814298126864,3.1470267937743412,1.0270888474654962,3.0640258645005507,0.0021838002897407523,0.014259289823370111,NA
Acropora1734,41.78539595521617,2.544076227972391,0.4894417832166945,5.197913858625412,2.0153747641858663e-7,8.816776579803505e-6,NA
Acropora18250,1.8015255089948727,2.7281365131703588,0.6689628416350495,4.078158521484344,4.5393812995756664e-5,6.913653592262848e-4,NA
Acropora18560,4.987718209238659,2.7161358418340393,0.5199962969917457,5.223375353915558,1.7569074409671187e-7,7.860288333028409e-6,NA
Acropora1932,18.19742272262315,2.5695988297414134,0.4051650361049589,6.342104082929192,2.2664810019267715e-10,2.7295119239925327e-8,3-hydroxyacyl-[acyl-carrier-protein] dehydratase activity
Acropora19645,91.60389342746343,-2.034742044706968,0.20616652454596307,-9.86941041562419,5.649569546150995e-23,1.3834289266644814e-19,Lipocalin-like domain
Acropora19720,8.792266489228712,4.057437230400817,0.881534916294653,4.602695996949732,4.1705677166012305e-6,1.012358507789402e-4,NA
Acropora19737,28.553947327312514,-2.317388250685516,0.26253262989053094,-8.82704847641912,1.074742266128048e-18,1.1278959479185522e-15,NA
Acropora19853,2.7733061839018784,2.8008165551305937,0.7874063358459357,3.557015517434956,3.750920075672615e-4,0.0036425688719505535,NA
