gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,annot
Acropora1000,553.0965190567786,-0.7216192549026366,0.2789176554844124,-2.5872125364360987,0.009675589123134697,0.08068244631176673,NA
Acropora1001,790.8156829334437,0.8985732414177874,0.31996729072151026,2.808328436921004,0.004979940907194292,0.05398298796959665,NA
Acropora10010,4.041873463519722,1.1967949666713615,0.4733245285653806,2.5284871043949027,0.011455529466869377,0.09005070784499788,NA
Acropora10016,150.96719959268913,0.3418281407582957,0.10071989324743316,3.393849315532383,6.891760218445121e-4,0.013943070494379064,ATPase inhibitor activity
Acropora10017,24.35688345832566,-0.9910220850185681,0.2688260981692275,-3.6864801883733564,2.273771341964542e-4,0.006365086016816111,"ATPase activity, coupled to transmembrane movement of substances"
Acropora10045,60.66480024222656,0.4777213227821918,0.18997739307904737,2.5146219507466214,0.011916008345528743,0.09245717706380088,dosage compensation by inactivation of X chromosome
Acropora10047,7.021759549801064,-1.2260053448436845,0.36742560335505764,-3.3367444556087396,8.476584746721018e-4,0.016127916088585055,NA
Acropora10050,97.6324790317375,-0.35696614563578133,0.10685851701222686,-3.340549313396675,8.361283038149485e-4,0.015968835760731104,transcription elongation from RNA polymerase II promoter
Acropora10063,71.46302744318726,0.6404675081102944,0.1788432118977435,3.581167556286632,3.420621870381201e-4,0.008525610965147144,optic vesicle morphogenesis
Acropora10071,56.96481474691116,-0.3974941423345467,0.1305661490640093,-3.0443889567400624,0.0023315348453073585,0.032938921952419334,"ERK and JNK pathways, inhibitor"
Acropora10082,85.84660097650477,-0.5001903226271014,0.18826221947020488,-2.6568810462062116,0.00788672660106266,0.07187909814569055,NA
Acropora1010,363.6710455449179,-0.4838427685575917,0.09540605273243918,-5.071405374190472,3.9488860281685234e-7,4.373138142476885e-5,X-box binding protein 1
Acropora10108,35.3912119750648,3.9223546323158183,1.3507916739266654,2.9037450467204784,0.0036872829168377117,0.044519818061004204,NA
Acropora1011,403.41834210198454,-0.3166835567374418,0.11150920091894767,-2.8399769178476,0.004511679826425449,0.05060991291739399,"Myosin, light"
Acropora10110,61.369529163120994,-0.7153764680174453,0.16399285834294317,-4.362241595432432,1.2873659457462015e-5,7.274941053784095e-4,NA
Acropora10118,136.35063746220425,-0.9061891148285646,0.2607960594904653,-3.474704014313126,5.114173073924576e-4,0.011419261044605741,NA
Acropora10123,71.49689267636093,0.5636253180527979,0.1631505535437848,3.454633194986602,5.510419546820489e-4,0.011986069607539741,NA
Acropora1013,524.339743275824,-0.4715787909273397,0.16553684913501807,-2.8487843848151435,0.004388661162934054,0.04973244238938141,NA
Acropora10139,35.1603372634785,-1.1510465405048973,0.2313569999232876,-4.975196518309611,6.518147909384655e-7,6.689992896818891e-5,NA
Acropora10150,27.391834542099467,0.6470934336985327,0.1919678957043414,3.37084193856639,7.493884097019417e-4,0.014750169134452344,"WD domain, G-beta repeat"
Acropora10169,60.90928019345566,-0.7970939576280811,0.24050942328892494,-3.3141901332927355,9.19089869419287e-4,0.017068086008693674,NA
Acropora10176,19.378617587543264,0.625594553702715,0.2116575469317665,2.9556921677089654,0.0031196828632599942,0.04023778669152705,NA
Acropora10178,56.08809037941395,0.4105058411938627,0.14171389780101204,2.8967225343718623,0.0037708309884198384,0.045087637203825616,NA
Acropora1018,777.8051597568344,0.17693312056621852,0.06635501512877495,2.6664619128312306,0.007665429153117552,0.07057883907087466,NA
Acropora102,22.07279807842137,0.6518747813280764,0.2515757326574656,2.5911671783368724,0.009565101264524787,0.08030762591437887,ATP binding
Acropora10206,42.02491904228563,-0.5458115259198476,0.19156929992199606,-2.849159683425754,0.004383487350313208,0.04972832009831866,NA
Acropora10218,189.6841604498974,0.9529055544153419,0.16591592479767575,5.74330375807718,9.284695299035531e-9,1.7012375331863102e-6,NA
Acropora1022,182.21964599849272,-0.45803455110815744,0.12546017965891218,-3.6508360848311643,2.613880260178501e-4,0.007012017915348413,NA
Acropora10220,138.54649111462587,0.3261750487405312,0.10377253516532127,3.143173174105247,0.0016712693303446544,0.026071974026991712,pectin acetylesterase activity
Acropora10223,26.705337336457,1.0116568738545144,0.33363596144097657,3.0322177186330865,0.0024276403680453655,0.033873024582797374,NA
Acropora10250,133.20498006606132,0.7899054273565221,0.19267513072887277,4.099675055978323,4.13730625675288e-5,0.0017483755003491455,NA
Acropora10255,67.71532210650886,-0.3830719271528198,0.1441986377726056,-2.656557184381353,0.00789430610234339,0.07187909814569055,protein folding in endoplasmic reticulum
Acropora10268,33.41861246109426,0.5856122261308714,0.21695698256197138,2.6992089363318725,0.006950452470063177,0.06651884442146884,PX domain
Acropora1027,562.7531053590018,-0.5404658166513745,0.11282512494798234,-4.79029663738954,1.6653493092823614e-6,1.4142838670655515e-4,NA
