"","pval","term","direction","color"
"2/59 lipoprotein metabolic process",0.00781803964374028,"GO:0006497;GO:0042157;GO:0042158",0,"dodgerblue2"
"18/269 mitochondrion organization",0.036991085069164,"GO:0007005",0,"skyblue2"
"9/66 oxidative phosphorylation",0.00206208479446954,"GO:0006119",0,"dodgerblue2"
"2/9 mitochondrial electron transport, ubiquinol to cytochrome c",0.0143777243488908,"GO:0006122",0,"skyblue2"
"14/149 energy derivation by oxidation of organic compounds",0.0290933012933894,"GO:0015980",0,"skyblue2"
"8/61 respiratory electron transport chain",0.0297497104077459,"GO:0022904;GO:0042773;GO:0042775",0,"skyblue2"
"5/51 blastocyst development",0.00264794118945645,"GO:0001824",1,"firebrick1"
"6/27 heterochromatin organization",0.0110629617010488,"GO:0070828",1,"lightcoral"
"1/12 heterochromatin organization involved in chromatin silencing",0.0277309247317334,"GO:0070868",1,"lightcoral"
"29/170 DNA conformation change",1.48501096785193e-07,"GO:0071103",1,"firebrick1"
"21/119 DNA packaging",0.000169166745893799,"GO:0006323",1,"firebrick1"
"13/52 chromosome condensation",0.0155462422611095,"GO:0030261",1,"lightcoral"
"11/113 chromatin remodeling",0.0167597782995678,"GO:0006338",1,"lightcoral"
"6/49 ATP-dependent chromatin remodeling",0.0434836807230231,"GO:0043044;GO:0043486",1,"lightcoral"
"5/15 chromatin remodeling at centromere",0.0342406384647222,"GO:0031055;GO:0034080;GO:0061641",1,"lightcoral"
"38/371 chromatin organization",0.0157133758022777,"GO:0006325",1,"lightcoral"
"11/73 chromatin assembly or disassembly",0.0204324048758943,"GO:0006333;GO:0031497",1,"lightcoral"
"7/22 centromere complex assembly",0.0024320326615944,"GO:0034508",1,"firebrick1"
"18/143 protein-DNA complex subunit organization",0.025883604786501,"GO:0071824;GO:0065004",1,"lightcoral"
"5/16 DNA strand elongation involved in DNA replication",0.00781803964374028,"GO:0006271",1,"firebrick1"
"5/22 DNA strand elongation",0.0119108144222818,"GO:0022616",1,"lightcoral"
"4/6 DNA unwinding involved in DNA replication",0.0067098493168205,"GO:0006268",1,"firebrick1"
"25/137 DNA replication",5.69331318245118e-09,"GO:0006260",1,"firebrick1"
"20/96 DNA-dependent DNA replication",1.48501096785193e-07,"GO:0006261",1,"firebrick1"
"3/6 mitotic DNA replication",0.0259029893248977,"GO:1902969",1,"lightcoral"
"8/32 nuclear DNA replication",0.0067098493168205,"GO:0033260",1,"firebrick1"
"14/45 cell cycle DNA replication",0.000169716599948449,"GO:0044786",1,"firebrick1"
"5/22 mismatch repair",0.0033132051834059,"GO:0006298",1,"firebrick1"
"5/11 DNA ligation",0.0266246420868179,"GO:0006266",1,"lightcoral"
"6/17 nucleotide-excision repair, DNA gap filling",0.0108407590205028,"GO:0006297",1,"lightcoral"
"11/73 telomere organization",0.0253844454489157,"GO:0000723;GO:0032200",1,"lightcoral"
"68/478 DNA metabolic process",9.6680133581153e-07,"GO:0006259",1,"firebrick1"
"20/135 DNA recombination",0.00310191475188992,"GO:0006310",1,"firebrick1"
"57/451 cellular response to DNA damage stimulus",0.000275213636431504,"GO:0006974",1,"firebrick1"
"13/136 double-strand break repair",0.0104109533500882,"GO:0006302",1,"lightcoral"
"8/80 recombinational repair",0.0185080407463663,"GO:0000724;GO:0000725",1,"lightcoral"
"42/300 DNA repair",0.000211207604344103,"GO:0006281",1,"firebrick1"
"9/54 DNA geometric change",0.000294017967551357,"GO:0032392;GO:0032508",1,"firebrick1"
"11/95 negative regulation of DNA metabolic process",0.00474971114563264,"GO:0051053",1,"firebrick1"
"14/50 regulation of DNA-dependent DNA replication",0.00390830119000885,"GO:0090329",1,"firebrick1"
"38/262 regulation of DNA metabolic process",0.00256875890651275,"GO:0051052",1,"firebrick1"
"17/84 regulation of DNA replication",0.0109271733297498,"GO:0006275",1,"lightcoral"
"5/7 regulation of DNA-dependent DNA replication initiation",0.00335626634459051,"GO:0030174",1,"firebrick1"
"13/105 negative regulation of chromosome organization",0.0143777243488908,"GO:2001251",1,"lightcoral"
"16/143 positive regulation of chromosome organization",0.0157133758022777,"GO:2001252",1,"lightcoral"
"7/54 regulation of histone methylation",0.0463136423890069,"GO:0031060",1,"lightcoral"
"28/275 regulation of chromosome organization",0.000169716599948449,"GO:0033044",1,"firebrick1"
"25/254 regulation of cell cycle phase transition",0.00458944122913217,"GO:1901990;GO:1901987",1,"firebrick1"
"7/93 regulation of cell cycle G1/S phase transition",0.0308811279479327,"GO:2000045;GO:1902806",1,"lightcoral"
"9/108 negative regulation of cell cycle phase transition",0.0402695377621576,"GO:1901988;GO:1901991",1,"lightcoral"
"49/454 regulation of cell cycle process",0.000275213636431504,"GO:0010564",1,"firebrick1"
"15/180 negative regulation of cell cycle process",0.00385557147051866,"GO:0010948",1,"firebrick1"
"15/171 negative regulation of mitotic cell cycle",0.00412084825621998,"GO:0045930",1,"firebrick1"
"29/311 negative regulation of cell cycle",3.68767736169594e-05,"GO:0045786",1,"firebrick1"
"7/61 mitotic DNA integrity checkpoint",0.0290933012933894,"GO:0044773;GO:0044774",1,"lightcoral"
"16/125 cell cycle checkpoint",0.00113920337608051,"GO:0000075;GO:0007093",1,"firebrick1"
"10/89 DNA integrity checkpoint",0.0167597782995678,"GO:0000077;GO:0031570",1,"lightcoral"
"18/184 positive regulation of cell cycle process",0.00781803964374028,"GO:0090068",1,"firebrick1"
"11/98 regulation of chromosome segregation",0.00458479351397592,"GO:0033045;GO:0051983",1,"firebrick1"
"5/30 positive regulation of chromosome segregation",0.0434836807230231,"GO:0051984",1,"lightcoral"
"22/162 regulation of nuclear division",0.0259029893248977,"GO:0007088;GO:0051783",1,"lightcoral"
"4/22 negative regulation of metaphase/anaphase transition of cell cycle",0.0271137843193012,"GO:0007094;GO:0045841;GO:0071173;GO:0071174;GO:1902100;GO:2000816;GO:0031577;GO:1905819",1,"lightcoral"
"49/438 regulation of mitotic cell cycle",0.00256875890651275,"GO:0007346",1,"firebrick1"
"7/65 regulation of mitotic sister chromatid segregation",0.0184097870501938,"GO:0033047",1,"lightcoral"
"5/19 kinetochore organization",0.0467071615737038,"GO:0051383",1,"lightcoral"
"33/238 meiotic cell cycle",0.0295411447704031,"GO:0140013;GO:1903046;GO:0051321",1,"lightcoral"
"8/85 spindle assembly",0.002089119629281,"GO:0051225",1,"firebrick1"
"17/128 microtubule cytoskeleton organization involved in mitosis",0.00955913046769375,"GO:1902850",1,"firebrick1"
