gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,annot,KOG
Acropora_000029,58.41258643499431,-0.6067722581128321,0.10762918045127062,-5.637618493133001,1.724179616743081e-8,5.446290175343714e-7,positive regulation of low-density lipoprotein particle receptor biosynthetic process,RNA processing and modification
Acropora_000038,1.1605320664479648,1.9549707900842197,0.5956954900564538,3.281829093416416,0.0010313609560029925,0.006374023116533368,iron ion binding,"Secondary metabolites biosynthesis, transport and catabolism"
Acropora_000053,1.817358608839867,-1.8528728596924458,0.6790142570447911,-2.728768712098222,0.006357127353143322,0.028031039508574412,NA,NA
Acropora_000083,80.46295359270343,0.36890868894010426,0.13964257684375203,2.6418066558087165,0.008246511661137315,0.03449644355286211,major facilitator superfamily,Carbohydrate transport and metabolism
Acropora_000086,171.66208455867215,-0.23612086362729104,0.08900752457413359,-2.652819126888851,0.007982263179404205,0.03366480153312654,leucine-rich repeat serine threonine-protein kinase,Signal transduction mechanisms
Acropora_000103,46.411488668588426,0.334248518663938,0.11171682738023635,2.9919263418240374,0.002772231425786059,0.014380992121376612,NA,NA
Acropora_000105,3.836478411684962,-1.6189378198423343,0.4056378092790717,-3.9910920106772725,6.576975571594382e-5,6.468007928988085e-4,Extracellular calcium-sensing receptor-like,
Acropora_000106,1.9096482614680839,1.7434483417521054,0.5002454752846005,3.48518562963557,4.917957348197064e-4,0.003447676394067027,radial pattern formation,Transcription
Acropora_000109,192.4610791173694,-0.27045123476934735,0.09263127384628839,-2.9196536281918353,0.003504206262128264,0.017417041752827992,NA,NA
Acropora_000185,34.428883977108214,0.5398038725571731,0.14450548697823354,3.7355250921266556,1.8732389890285196e-4,0.001547552243014733,otolith morphogenesis,
Acropora_000213,369.8506131468084,-0.29188080418773416,0.08134695661727626,-3.5880974080073362,3.330998498770497e-4,0.0024944262633760286,Hematopoietic SH2 domain containing,Signal transduction mechanisms
Acropora_000228,50.791129677277226,0.5873644709575483,0.1921063783519448,3.057495935306627,0.0022319466840404188,0.012037803308881,serine-type endopeptidase inhibitor activity,"Posttranslational modification, protein turnover, chaperones"
Acropora_000285,76.17425241460194,0.3694601306637325,0.13759743006889985,2.6850801681305447,0.007251241091070359,0.03119679709551298,NA,NA
Acropora_000293,16.503036372690364,-1.4751622404000262,0.39046634305129974,-3.7779497942700235,1.5812474524271294e-4,0.0013409268018611446,Thrombospondin type 1 repeats,Inorganic ion transport and metabolism
Acropora_000304,93.86442447731953,-0.37953746849536674,0.1129027247909413,-3.3616324955677133,7.748317315683297e-4,0.005019794420469365,NA,NA
Acropora_000305,78.06539336909084,-0.2969964170533334,0.11486967126252585,-2.5855076783024025,0.009723570704421456,0.03912972036500838,maintenance of animal organ identity,
Acropora_000324,47.99360175823835,0.5450319495755811,0.21927048149531272,2.4856603855600694,0.012931130363988779,0.048947092264250446,NA,NA
Acropora_000336,26.097223574549254,0.5770487386932891,0.13865169616192602,4.161858489054299,3.156679563293073e-5,3.483310451711447e-4,Timeless interacting protein,"Cell cycle control, cell division, chromosome partitioning"
Acropora_000344,3.566169792899693,0.8486027373265506,0.31389932809257787,2.7034232359881747,0.006862929811910331,0.029877183460837117,NA,NA
Acropora_000366,38.55620634252332,-0.6500785537975334,0.15704056328682736,-4.139558214715486,3.4797529230861547e-5,3.7818682925653646e-4,"BCL (B-Cell lymphoma); contains BH1, BH2 regions",Signal transduction mechanisms
Acropora_000385,36.35611129028227,0.33822325195589364,0.130556717427503,2.5906231300867844,0.009580234264766662,0.03869705393990437,microtubule depolymerization,Cytoskeleton
Acropora_000388,36.68959700900247,0.33072218029319983,0.12538720036623183,2.6376071826089436,0.008349323559678294,0.03484556400046537,"phenylalanyl-tRNA synthetase 2, mitochondrial","Translation, ribosomal structure and biogenesis"
Acropora_000390,26.983802608346462,-0.5975816849231671,0.17122145751601772,-3.4901097887644337,4.828221480581352e-4,0.0034024316147893245,regulator of nonsense transcripts,"Replication, recombination and repair"
Acropora_000391,13.16109068217762,-0.7141886142950256,0.22932984190579653,-3.11424195106888,0.0018441819359988677,0.010309287169260424,HAD-hyrolase-like,Carbohydrate transport and metabolism
Acropora_000471,47.81558134121839,0.2610709834227796,0.10462859053922897,2.4952164802879078,0.012588030666261248,0.04795926478138609,Kelch-like protein 18,Signal transduction mechanisms
Acropora_000477,102.20594544544848,-0.5068686958849402,0.14954349365911576,-3.389439978180173,7.003553922027873e-4,0.004631735109866367,NA,NA
Acropora_000506,20.80682364591449,-0.4594892138591276,0.15939272656831457,-2.8827489418859638,0.003942214997811395,0.019205298138153998,NA,NA
Acropora_000517,7.295094053870906,-1.0722675246386804,0.34681202840007413,-3.091782974152609,0.0019895825064656348,0.010999723550331755,NA,NA
Acropora_000518,8.96603573985778,0.6881378627516523,0.24125517949291309,2.8523236856428467,0.004340088169150797,0.020842841738757972,heteroduplex DNA loop binding,"Replication, recombination and repair"
Acropora_000521,39.99741349581463,-0.3567937979152941,0.13930580833986167,-2.5612270024292974,0.010430317946315888,0.04135757928942945,positive regulation of cardioblast proliferation,Signal transduction mechanisms
Acropora_000532,8.084425631425926,0.6440954656897419,0.23226565387716716,2.7730981956995215,0.005552536307233577,0.025229884217473957,NA,NA
Acropora_000575,7.090674257363471,-0.9393546877329716,0.3055045844001598,-3.074764621216205,0.0021066874244393716,0.01151165616905338,calcium ion-regulated exocytosis of neurotransmitter,Function Unknown
Acropora_000587,7.667391626127831,-0.9635708936109431,0.26297701047579486,-3.6640879439141423,2.482214941410686e-4,0.001958040745677958,NA,NA
Acropora_000652,0.923099072624652,2.5172798466799318,0.7516876801614513,3.348837440224187,8.115139397199829e-4,0.0052136693968450635,NA,NA
Acropora_000659,14.76833224199936,-0.7319334879539876,0.1961768976541951,-3.7309871687551164,1.9073093883540122e-4,0.001569258409398741,Transposase IS4,Function Unknown
Acropora_000703,13.258079907176112,-0.6453070300008231,0.2128462983869501,-3.031798226660576,0.002431016453619514,0.012914812268724669,primary heart field specification,Transcription
Acropora_000720,61.308032060918336,-0.6586768044057967,0.2573756769830569,-2.559203776078489,0.010491222436026753,0.04154570233738893,NA,NA
Acropora_000740,124.87088821018484,-0.22341304695903005,0.0857308309783335,-2.6059825200515383,0.009161113674866524,0.037452227447335125,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen","Posttranslational modification, protein turnover, chaperones"
Acropora_000763,8.070448781733544,0.5938465062959051,0.2362835879073151,2.513278690049552,0.011961480094607487,0.046034866213767255,translation activator activity,RNA processing and modification
Acropora_000777,4.674508405097756,-0.7846723658995236,0.31513477301070425,-2.489958053194182,0.01277581727187322,0.04848661654243682,microtubule motor activity,Cytoskeleton
Acropora_000779,47.23026091636595,-0.46375626226202504,0.11804338749473302,-3.9286932720625067,8.540869351149097e-5,8.026708273202583e-4,Cupin-like domain,
Acropora_000795,79.67099575693547,0.27836038646229966,0.09526912191738465,2.9218321829783194,0.003479789800290736,0.017315600742764083,protein N-linked glycosylation via arginine,Function Unknown
Acropora_000803,109.2558922523091,0.2892163755850872,0.08707337980610023,3.3215246293313765,8.952708056085432e-4,0.005654259288505754,protein side chain deglutamylation,Amino acid transport and metabolism
Acropora_000861,1.3052787124556755,2.2902101310099807,0.5400396097864488,4.240818802005306,2.2270587171195487e-5,2.5953522460671504e-4,NA,NA
Acropora_000870,137.91619729685584,0.14985603131339437,0.05982734719952934,2.5048082244665073,0.012251780334423147,0.046902211763743984,NA,NA
Acropora_000903,5.157676953877245,-0.8073529115571654,0.3087512022451001,-2.6148980333888825,0.00892540967148342,0.03666902478837627,NA,NA
Acropora_000961,12.494350829154603,-0.706300945221095,0.2280453208041764,-3.0971955167964134,0.0019536097631590523,0.010828551191076062,NA,NA
Acropora_000974,10.104575485398112,0.6641560754911888,0.21688960501968327,3.062184909373204,0.0021972767210696243,0.011892374958775126,Amidohydrolase family,Function Unknown
Acropora_001013,1.9782850299177455,-1.405947693828801,0.5522834338766359,-2.545699558576383,0.010905900769052405,0.04286572530764895,NA,NA
Acropora_001042,3.778498252921317,0.9209354281859023,0.30927367154337077,2.977736267009575,0.0029038573626470367,0.014970351271140986,NA,NA
