gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,annot,KOG
Acropora_000012,39.00061377439136,-0.449466351244163,0.1543460858784184,-2.9120683474812377,0.0035904406373216046,0.013877470556345365,Snurportin1,RNA processing and modification
Acropora_000020,21.70162823638675,0.6070365039492265,0.18058159937092394,3.3615634486786337,7.750254836264972e-4,0.00377059234389419,protein targeting to mitochondrion,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_000023,88.80378850009258,-0.41401048315600575,0.11704126304214822,-3.5373036175021,4.0423467821602686e-4,0.0021589829509834108,RNA polymerase II CTD heptapeptide repeat kinase activity,Signal transduction mechanisms
Acropora_000036,145.04956635643782,0.22480889361256684,0.07728980884269995,2.9086485913051927,0.0036299462838273473,0.013997611887983877,intermembrane sphingolipid transfer activity,Signal transduction mechanisms
Acropora_000068,18.94257893700312,0.5730116041491927,0.21850822279043727,2.6223800497372856,0.00873179989064303,0.028979918346733226,NA,NA
Acropora_000079,20.872397031610763,-0.7073439170967153,0.206844599245773,-3.419687628663915,6.269308098540591e-4,0.0031508413765310075,major facilitator superfamily,Carbohydrate transport and metabolism
Acropora_000081,60.42576479917362,-0.7061270899261978,0.14924756616818344,-4.731246934576343,2.2314487727502537e-6,2.3035204101310074e-5,NA,NA
Acropora_000094,14.701743936010898,0.90480621203174,0.199808161074554,4.528374652795746,5.943912418058961e-6,5.425609281984872e-5,"beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity",Carbohydrate transport and metabolism
Acropora_000096,50.99347359889664,-0.45299524688676335,0.1261121173829351,-3.592004133205209,3.2814464409730977e-4,0.001802667983820614,NA,NA
Acropora_000110,15.193352846860456,-0.8714813006641342,0.2883389697570948,-3.0224194162804134,0.0025076283880721443,0.01031210867009645,NA,NA
Acropora_000114,76.1406206197558,0.41839448369385457,0.12454133739037325,3.3594828228189195,7.808850561490274e-4,0.0037924999650572745,NA,NA
Acropora_000132,12.40030295909817,0.7564162797289755,0.23718939154089388,3.1890814121784263,0.0014272567577719953,0.006377933714254753,NA,NA
Acropora_000135,22.810766725093497,-0.7298912238915131,0.2027280053713517,-3.60034728578579,3.177924362073462e-4,0.0017506943846751456,NA,NA
Acropora_000153,49.24486160580754,-0.706176434943857,0.16451509922188629,-4.292471866010404,1.766949448998613e-5,1.4009801759656528e-4,NA,NA
Acropora_000182,179.5606162822676,-0.2829282848284245,0.09995890427628161,-2.8304460405690754,0.004648315117575898,0.01725659132446489,"PYM homolog 1, exon junction complex associated factor",Function Unknown
Acropora_000183,75.34776188047265,-0.3491648626697449,0.10567298165353785,-3.3042018613095046,9.524722361683955e-4,0.004485421781746808,NA,NA
Acropora_000190,4.946678853664982,-1.4507925794313727,0.5017984625679148,-2.8911857800581013,0.0038379116956237156,0.0146660629811896,NA,NA
Acropora_000192,10.45962124828002,-0.7803189461963669,0.2993947951640891,-2.6063210142604447,0.009152064241517516,0.030097336377812395,NA,NA
Acropora_000199,6.728748359251147,-0.906448834427067,0.3482195653135238,-2.603095646308485,0.009238617569125883,0.030345024505705965,NA,NA
Acropora_000203,29.154397283860522,0.4313407304287686,0.15521835474100093,2.778928633462895,0.005453850585589436,0.01963931595870756,isocitrate dehydrogenase NAD subunit,Energy production and conversion
Acropora_000205,88.60245958019337,0.4386736841238592,0.11126436045704824,3.9426253143584273,8.059451481469238e-5,5.32352518216522e-4,NA,NA
Acropora_000218,114.39149646231165,0.30901350366867986,0.10614271100753536,2.9113021585320364,0.0035992576413524883,0.013894150544767172,May antagonize Nodal signaling and subsequent organization of axial structures during mesodermal patterning,Amino acid transport and metabolism
Acropora_000226,37.21481433659067,0.8580635822626694,0.2670370298286706,3.213275637514385,0.0013123028248008,0.005945400468158122,NA,NA
Acropora_000231,2.272514352357453,2.0270539247084924,0.5251187455597456,3.860181990928114,1.1330260800637588e-4,7.170521817767303e-4,NA,NA
Acropora_000240,18.39450083477309,-0.9922150767632079,0.29943082923626146,-3.3136704035919937,9.207997964847316e-4,0.004359071078626011,nucleosome assembly,Chromatin structure and dynamics
Acropora_000241,17.726457418152258,1.0505895868600472,0.2330894691791922,4.507237459331058,6.567711883799692e-6,5.934838266891515e-5,Caspase domain,Signal transduction mechanisms
Acropora_000248,3.970391602523698,1.1518703985575156,0.4259333804923167,2.7043440390281734,0.006843938878685134,0.023731366299610177,Thioredoxin-like domain,"Posttranslational modification, protein turnover, chaperones"
Acropora_000252,169.22120862846822,0.27608344515973043,0.09098040166327154,3.0345375499829688,0.0024090476441042496,0.009980802185717433,regulation of cell shape,Signal transduction mechanisms
Acropora_000254,1.561071822279848,-2.4024857034376135,0.7873006670815876,-3.0515479077939673,0.002276647143281332,0.009527258992395208,NA,NA
Acropora_000255,19.130097963618535,-0.7581469048991849,0.19816978869098756,-3.825744125313609,1.3037765794472983e-4,8.050699278519099e-4,NA,NA
Acropora_000259,18.20042590806898,0.6782282177045424,0.21438703697888173,3.1635691563354715,0.001558473201378657,0.00687752695853498,tubulin polyglutamylase complex subunit,Function Unknown
Acropora_000262,23.992748838494816,-0.8770597521344917,0.22350957525542775,-3.9240365927597685,8.707750010909535e-5,5.68996035395803e-4,Failed axon connections homolog,Signal transduction mechanisms
Acropora_000277,7.402921291317415,-1.2850831193026317,0.38746103489523864,-3.316677042505942,9.10948509575865e-4,0.004320007352479399,NA,NA
Acropora_000302,84.86371359448427,0.353899411243424,0.12417504463947472,2.850004300549459,0.004371863796842599,0.016376298404053604,Domain of unknown function (DUF4558),Function Unknown
Acropora_000308,286.02482564794127,-0.33104477062537446,0.08821887671537779,-3.752538945756818,1.7505262614566708e-4,0.0010468273015508671,Conserved mid region of cactin,Signal transduction mechanisms
Acropora_000313,24.753306213020043,0.704657168945152,0.20513202196691574,3.4351397806569715,5.922482565843445e-4,0.002997450417372065,acetylcholine-gated cation-selective channel activity,Signal transduction mechanisms
Acropora_000323,35.97046756938549,-0.8170068348970401,0.191097505469759,-4.275340135333847,1.9084570345639812e-5,1.4972448325631583e-4,transitional stage B cell differentiation,Signal transduction mechanisms
Acropora_000327,10.89809900020968,0.8067689264126086,0.2457787550749589,3.2825006627060014,0.001028907438072795,0.004798310836822967,NA,NA
Acropora_000335,580.6821698735896,-0.39094334611550996,0.09087879311640751,-4.301810496258978,1.694081710382085e-5,1.351138037449809e-4,NA,NA
Acropora_000341,2.8406099232098745,1.5082548583111681,0.48100912581158684,3.1356054955638357,0.001714997334103574,0.007478149828585635,Exocyst complex component 5,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_000342,5.81123799614415,0.9259948436457824,0.33042776998502177,2.8024122902495683,0.005072200645704665,0.018508692307227664,Chloride channel protein,Inorganic ion transport and metabolism
