"","pval","term","direction","color"
"1/5 nuclear RNA-directed RNA polymerase complex",0.0392638036809826,"GO:0031379;GO:0031380",0,"grey50"
"2/8 ER ubiquitin ligase complex",0.0307692307692318,"GO:0000835;GO:0000836",0,"grey50"
"8/16 plastid part",1e-15,"GO:0044435;GO:0044434",0,"black"
"9/22 chloroplast",1e-15,"GO:0009507;GO:0009536",0,"black"
"4/10 plastid stroma",0.00222222222222322,"GO:0009532;GO:0009570",0,"black"
"3/7 chloroplast thylakoid",0.00930232558139635,"GO:0009534;GO:0031976;GO:0009535;GO:0055035",0,"black"
"5/11 thylakoid",1e-15,"GO:0009579;GO:0034357;GO:0044436;GO:0042651",0,"black"
"1/10 ESCRT III complex",0.0102941176470598,"GO:0000815",0,"grey50"
"7/26 ESCRT complex",0.00508474576271286,"GO:0036452",0,"black"
"28/121 midbody",0.00425531914893717,"GO:0030496",0,"black"
"3/6 metaphase plate",0.00725806451613003,"GO:0070090",0,"black"
"116/525 nuclear body",0.00655737704918133,"GO:0016604",0,"black"
"67/282 nuclear speck",0.00133333333333433,"GO:0016607",0,"black"
"3/10 RNA polymerase II transcription repressor complex",0.01904761904762,"GO:0090571",0,"grey50"
"18/54 transcriptional repressor complex",0.00121951219512295,"GO:0017053",0,"black"
"6/20 nuclear transcriptional repressor complex",1e-15,"GO:0090568",0,"black"
"12/49 histone deacetylase complex",0.00866141732283565,"GO:0000118",0,"black"
"15/48 euchromatin",0.00977443609022656,"GO:0000791",0,"black"
"94/386 chromatin",0.00476190476190576,"GO:0000785",0,"black"
"55/245 nuclear chromatin",0.00232558139534984,"GO:0000790",0,"black"
"8/24 PcG protein complex",0.00128205128205228,"GO:0031519",0,"black"
"15/74 methyltransferase complex",0.0402439024390254,"GO:0034708",0,"grey50"
"5/8 axonemal central apparatus",0.00120481927710943,"GO:1990716",0,"black"
"6/24 inner dynein arm",1e-15,"GO:0036156",0,"black"
"16/62 dynein complex",1e-15,"GO:0030286",0,"black"
"11/37 axonemal dynein complex",1e-15,"GO:0005858",0,"black"
"37/153 microtubule associated complex",1e-15,"GO:0005875",0,"black"
"21/66 axoneme part",1e-15,"GO:0044447",0,"black"
"47/185 plasma membrane bounded cell projection cytoplasm",1e-15,"GO:0005930;GO:0032838;GO:0097014",0,"black"
"5/13 outer dynein arm",0.0043859649122817,"GO:0036157",0,"black"
"35/139 motile cilium",0.00142857142857243,"GO:0031514",0,"black"
"7/15 sperm midpiece",0.00135135135135235,"GO:0097225",0,"black"
"7/10 sperm head",1e-15,"GO:0061827",0,"black"
"36/130 sperm part",0.004000000000001,"GO:0097223",0,"black"
"8/32 photoreceptor inner segment",1e-15,"GO:0001917",0,"black"
"6/16 periciliary membrane compartment",0.00512820512820613,"GO:1990075",0,"black"
"17/83 9+0 non-motile cilium",1e-15,"GO:0097731;GO:0097733",0,"black"
"35/138 non-motile cilium",1e-15,"GO:0097730",0,"black"
"8/48 photoreceptor outer segment",0.007200000000001,"GO:0001750",0,"black"
"131/514 cilium",1e-15,"GO:0044441;GO:0005929",0,"black"
"16/81 ciliary transition zone",1e-15,"GO:0035869",0,"black"
"3/7 stereocilia ankle link",0.00416666666666767,"GO:0002139;GO:0002141;GO:0002142;GO:1990696",0,"black"
"9/48 photoreceptor connecting cilium",1e-15,"GO:0032391",0,"black"
"7/28 intraciliary transport particle",0.0443786982248531,"GO:0030990;GO:0030992",0,"grey50"
"13/45 ciliary tip",0.00119047619047719,"GO:0097542",0,"black"
"5/13 ciliary rootlet",0.0206666666666677,"GO:0035253",0,"grey50"
"120/527 microtubule organizing center",1e-15,"GO:0005813;GO:0005815",0,"black"
"29/128 ciliary basal body",1e-15,"GO:0036064",0,"black"
"8/21 storage vacuole",1e-15,"GO:0000322;GO:0000324",0,"black"
"4/10 fungal-type vacuole membrane",0.00442477876106295,"GO:0000329",0,"black"
"3/7 plasmodesma",0.0103703703703714,"GO:0009506;GO:0055044",0,"grey50"
"78/264 cell surface",1e-15,"GO:0009986",0,"black"
"8/17 external encapsulating structure",0.00136986301369963,"GO:0005618;GO:0030312",0,"black"
"4/10 fungal-type cell wall",0.0464705882352951,"GO:0009277",0,"grey50"
"27/87 phagocytic vesicle",0.0473684210526326,"GO:0045335",0,"grey50"
"47/179 endocytic vesicle",0.0437125748503004,"GO:0030139",0,"grey50"
"2/8 early phagosome",0.0228758169934651,"GO:0032009",0,"grey50"
"11/35 pigment granule",0.0119718309859165,"GO:0042470;GO:0048770",0,"grey50"
"144/528 extracellular region part",0.00714285714285814,"GO:0044421;GO:0005615",0,"black"
