gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,annot
Pseudodiploria171125,79.91659807253704,-2.5780006819648906,0.35214488145654055,-7.3208523471980405,2.464008383818806e-13,3.860608335767305e-9,NA
Pseudodiploria171129,4.728514934577116,2.1107033562447475,0.5571292191839777,3.788534658685244,1.5153845470605875e-4,0.04768735436838747,NA
Pseudodiploria180539,2.4367540925956575,-2.4837755754319084,0.6227582759755763,-3.988346154920177,6.653553002421679e-5,0.036325768234560886,NA
Pseudodiploria180897,2.0234457825557017,-2.7219716245441075,0.7305290505528206,-3.7260279005801107,1.9452088234554732e-4,0.05541369426527337,NA
Pseudodiploria188626,2.133469748772749,-2.2995996578641145,0.5668780398687101,-4.056603883256274,4.979142163579329e-5,0.03391878235606997,NA
Pseudodiploria190079,2.9288297108026273,-2.1389144735980214,0.6276029815355445,-3.408069331290905,6.542426940910003e-4,0.09496347836568325,protein delipidation
Pseudodiploria192334,10.638616360375261,2.0400425188192517,0.5910399499648379,3.451615273960107,5.572416662836532e-4,0.08859216799065082,Green fluorescent protein
Pseudodiploria205001,2.9972404480863375,-3.0474449488166444,0.8423468859920101,-3.6178028309889783,2.971145966019245e-4,0.06650273570798504,NA
Pseudodiploria205513,33.17638370346366,-2.3228289952872627,0.6130199501605972,-3.789157260997354,1.5115920484192494e-4,0.04768735436838747,ranBP-type and C3HC4-type zinc finger-containing protein
Pseudodiploria267186,2.7130100454756807,-3.7087505195411476,1.0446020577642774,-3.5503955711889437,3.8465270676684067e-4,0.07460140331865746,NA
Pseudodiploria67127,7.185346608214621,-2.2819425745224766,0.5540815270332428,-4.118423847733817,3.8147258723878136e-5,0.031457434193985404,NA
