"","pval","term","direction","color"
"4/5 oxidoreductase activity, acting on diphenols and related substances as donors",0.0253288490350367,"GO:0008121;GO:0016681;GO:0016679",1,"lightcoral"
"24/60 proton transmembrane transporter activity",0.0032759313727043,"GO:0015078",1,"firebrick1"
"6/8 oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor",0.0117907828528524,"GO:0004129;GO:0015002;GO:0016676;GO:0016675",1,"lightcoral"
"32/60 electron transfer activity",1.88109658506523e-05,"GO:0009055",1,"firebrick1"
"15/47 oxidoreductase activity, acting on the CH-CH group of donors",0.0393419909174632,"GO:0016627",1,"lightcoral"
"5/5 acetyl-CoA C-acyltransferase activity",0.0239674090508301,"GO:0003988",1,"lightcoral"
"99/236 cofactor binding",0.00244685508361652,"GO:0048037",1,"firebrick1"
"37/84 oxidoreductase activity, acting on CH-OH group of donors",0.00502188663909,"GO:0016616;GO:0016614",1,"firebrick1"
"34/66 oxidoreductase activity, acting on NAD(P)H",0.00362770719500734,"GO:0016651",1,"firebrick1"
"18/30 oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",0.00904841088954542,"GO:0003954;GO:0008137;GO:0050136;GO:0016655",1,"firebrick1"
"178/449 oxidoreductase activity",1.81376066466679e-07,"GO:0016491",1,"firebrick1"
"11/21 cyclase activity",0.00698633639259882,"GO:0009975",0,"dodgerblue2"
"27/65 obsolete protein transporter activity",0.0208386671540478,"GO:0008565",1,"lightcoral"
"35/75 unfolded protein binding",0.0458934587612842,"GO:0051082",1,"lightcoral"
"22/38 rRNA binding",0.0306445144952711,"GO:0019843",1,"lightcoral"
"76/120 structural constituent of ribosome",1.00339365005838e-15,"GO:0003735",1,"firebrick1"
"155/284 structural molecule activity",2.20536059784189e-06,"GO:0005198",1,"firebrick1"
"31/70 histone deacetylase binding",0.012070073427637,"GO:0042826",0,"skyblue2"
"51/98 transcription corepressor activity",0.00172688762721388,"GO:0003714",0,"dodgerblue2"
"127/265 protein heterodimerization activity",0.0375097931334438,"GO:0046982",0,"skyblue2"
"13/31 promoter-specific chromatin binding",0.0172048928120247,"GO:1990841",0,"skyblue2"
"139/327 chromatin binding",5.76499300580851e-09,"GO:0003682",0,"dodgerblue2"
"22/59 chromatin DNA binding",0.00035963714616958,"GO:0031490",0,"dodgerblue2"
"12/22 transcription cofactor binding",0.0208386671540478,"GO:0001221",0,"skyblue2"
"5/9 transcription coactivator binding",0.0421446306153988,"GO:0001223",0,"skyblue2"
"97/216 DNA-binding transcription factor binding",0.0162099725977577,"GO:0061629;GO:0140297",0,"skyblue2"
"31/87 RNA polymerase II transcription factor binding",0.0393419909174632,"GO:0001085",0,"skyblue2"
"180/403 transcription factor binding",3.93330563626457e-05,"GO:0008134",0,"dodgerblue2"
"181/446 sequence-specific DNA binding",1.09284990428118e-08,"GO:0003690;GO:0043565",0,"dodgerblue2"
"11/26 core promoter sequence-specific DNA binding",0.0421446306153988,"GO:0001046",0,"skyblue2"
"18/37 core promoter binding",0.0375097931334438,"GO:0001047",0,"skyblue2"
"6/10 HMG box domain binding",0.0101030060138912,"GO:0071837",0,"skyblue2"
"191/448 DNA-binding transcription factor activity",6.75075272218913e-10,"GO:0000981;GO:0003700",0,"dodgerblue2"
"35/84 DNA-binding transcription repressor activity, RNA polymerase II-specific",0.00580915133644656,"GO:0001227;GO:0001217",0,"dodgerblue2"
"63/153 DNA-binding transcription activator activity, RNA polymerase II-specific",0.00495148465965135,"GO:0001228;GO:0001216",0,"dodgerblue2"
"6/6 cAMP response element binding",0.00986813049692208,"GO:0035497",0,"dodgerblue2"
