"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.955869105141558 5 8 "GO:0000014" "single-stranded DNA endodeoxyribonuclease activity" 1
0 0.484960864368186 2 17 "GO:0000030" "mannosyltransferase activity" 1
0 0.688890729425253 4 37 "GO:0000049" "tRNA binding" 1
0 0.0284458605351144 2 13 "GO:0000062" "fatty-acyl-CoA binding" 0.557346936167163
0 0.883235900323345 5 10 "GO:0000099;GO:0015184" "sulfur amino acid transmembrane transporter activity" 1
0 0.301560324800527 8 20 "GO:0000146;GO:0030898" "microfilament motor activity" 1
0 0.428521031399782 3 83 "GO:0000149" "SNARE binding" 1
0 0.787292468460074 3 8 "GO:0000150" "recombinase activity" 1
0 0.977774772386699 2 33 "GO:0000175;GO:0016896;GO:0004532" "exoribonuclease activity" 1
0 0.129026451621584 2 9 "GO:0000182" "rDNA binding" 0.893296905181173
0 0.265140193061439 3 25 "GO:0000217" "DNA secondary structure binding" 1
0 0.194454648326739 4 5 "GO:0000268" "peroxisome targeting sequence binding" 0.911002950105778
0 1 4 6 "GO:0000285" "1-phosphatidylinositol-3-phosphate 5-kinase activity" 1
0 0.904289256372961 4 111 "GO:0000287" "magnesium ion binding" 1
0 0.627824837723606 4 6 "GO:0000295" "adenine nucleotide transmembrane transporter activity" 1
0 0.416983207055932 2 16 "GO:0000339;GO:0000340" "RNA cap binding" 1
0 0.484960864368186 2 17 "GO:0000400" "four-way junction DNA binding" 1
0 0.505773117449375 2 8 "GO:0000403" "Y-form DNA binding" 1
0 0.627824837723606 6 6 "GO:0000405" "bubble DNA binding" 1
0 0.84175400791642 3 9 "GO:0000900" "translation repressor activity, mRNA regulatory element binding" 1
0 0.628129949556448 2 373 "GO:0000976;GO:0044212;GO:1990837;GO:0001067;GO:0000977;GO:0001012" "regulatory region nucleic acid binding" 1
0 0.38714938499889 2 179 "GO:0000978;GO:0000987" "proximal promoter sequence-specific DNA binding" 1
0 0.28007657033851 2 14 "GO:0000979" "RNA polymerase II core promoter sequence-specific DNA binding" 1
0 0.897230975688361 2 41 "GO:0000980" "RNA polymerase II distal enhancer sequence-specific DNA binding" 1
0 0.379402194838675 2 448 "GO:0000981;GO:0003700" "DNA-binding transcription factor activity" 1
0 0.194277126083253 -1 43 "GO:0000988;GO:0000989" "obsolete transcription factor activity, protein binding" 0.911002950105778
0 0.405105355264123 3 7 "GO:0000992;GO:0001006;GO:0001032" "RNA polymerase III type 3 promoter DNA binding" 1
0 0.718290749424603 2 21 "GO:0000993;GO:0043175" "RNA polymerase core enzyme binding" 1
0 0.08996742764427 2 6 "GO:0001013;GO:0001163;GO:0001164" "RNA polymerase I regulatory region DNA binding" 0.770206131329187
0 0.323965191622398 6 9 "GO:0001016" "RNA polymerase III regulatory region DNA binding" 1
