name	term	lev	seq	value
"thyroid hormone receptor binding"	GO:0046966	2	Pseudodiploria191077	-0.137168284805596
"thyroid hormone receptor binding"	GO:0046966	2	Pseudodiploria203122	0.182374603095274
"thyroid hormone receptor binding"	GO:0046966	2	Pseudodiploria195906	-0.0044363646042504
"thyroid hormone receptor binding"	GO:0046966	2	Pseudodiploria182881	0.340860317648213
"thyroid hormone receptor binding"	GO:0046966	2	Pseudodiploria203406	-0.000648076210540802
"thyroid hormone receptor binding"	GO:0046966	2	Pseudodiploria205436	0.019086010972993
"thyroid hormone receptor binding"	GO:0046966	2	Pseudodiploria204202	0.123853047911061
"thyroid hormone receptor binding"	GO:0046966	2	Pseudodiploria192434	0.899536471768266
"thyroid hormone receptor binding"	GO:0046966	2	Pseudodiploria174267	0.00584644469235781
"thyroid hormone receptor binding"	GO:0046966	2	Pseudodiploria192935	-0.00402478570621427
"thyroid hormone receptor binding"	GO:0046966	2	Pseudodiploria196403	0.0170809346113204
"thyroid hormone receptor binding"	GO:0046966	2	Pseudodiploria200589	-0.0963251001011777
"thyroid hormone receptor binding"	GO:0046966	2	Pseudodiploria203918	0.0726126838550117
"thyroid hormone receptor binding"	GO:0046966	2	Pseudodiploria198409	0.271559986306946
"thyroid hormone receptor binding"	GO:0046966	2	Pseudodiploria197338	0.215837366066239
"thyroid hormone receptor binding"	GO:0046966	2	Pseudodiploria203910	0.173297415004169
"thyroid hormone receptor binding"	GO:0046966	2	Pseudodiploria190912	-0.18886701452724
"thyroid hormone receptor binding"	GO:0046966	2	Pseudodiploria199673	0.115311566415656
"thyroid hormone receptor binding"	GO:0046966	2	Pseudodiploria205320	-0.0976236289230104
"ubiquitin-like protein transferase activity"	GO:0004842;GO:0019787	2	Pseudodiploria194228	0.204951067871832
"ubiquitin-like protein transferase activity"	GO:0004842;GO:0019787	2	Pseudodiploria205215	0.389960130969131
"ubiquitin-like protein transferase activity"	GO:0004842;GO:0019787	2	Pseudodiploria204423	-0.0581702618009132
"ubiquitin-like protein transferase activity"	GO:0004842;GO:0019787	2	Pseudodiploria180393	-0.125657504979611
"ubiquitin-like protein transferase activity"	GO:0004842;GO:0019787	2	Pseudodiploria191225	0.21727508035343
"ubiquitin-like protein transferase activity"	GO:0004842;GO:0019787	2	Pseudodiploria190480	-0.0827875955460036
"ubiquitin-like protein transferase activity"	GO:0004842;GO:0019787	2	Pseudodiploria185290	-0.103986240808159
"ubiquitin-like protein transferase activity"	GO:0004842;GO:0019787	2	Pseudodiploria201974	0.0251813236411175
"ubiquitin-like protein transferase activity"	GO:0004842;GO:0019787	2	Pseudodiploria199206	-0.107496208715351
"ubiquitin-like protein transferase activity"	GO:0004842;GO:0019787	2	Pseudodiploria200399	-0.00135577724975548
