"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-369 0.267772986844453 5 22 "GO:0000002" "mitochondrial genome maintenance" 0.751138307529282
-223 0.726986998681704 2 6 "GO:0000012" "single strand break repair" 0.940583065126987
320 0.196661851235624 2 40 "GO:0000018" "regulation of DNA recombination" 0.697008982855675
-56 0.936455591465224 3 5 "GO:0000019" "regulation of mitotic recombination" 0.986903617931019
744 0.131735159650398 2 10 "GO:0000022" "mitotic spindle elongation" 0.632560080957271
658 0.0535742486008344 4 21 "GO:0000027" "ribosomal large subunit assembly" 0.503750561917085
901 0.0455995858869114 2 12 "GO:0000028" "ribosomal small subunit assembly" 0.488436723852387
506 0.195489345643195 4 16 "GO:0000038" "very long-chain fatty acid metabolic process" 0.697008982855675
372 0.1196435908481 2 43 "GO:0000041" "transition metal ion transport" 0.626478495281643
-464 0.0492901173060898 2 44 "GO:0000045;GO:1905037" "autophagosome organization" 0.498625812669282
1088 0.0879320507997901 4 6 "GO:0000050;GO:0019627;GO:0071941;GO:0000052" "urea metabolic process" 0.579336934692463
-151 0.797766953586813 4 7 "GO:0000055" "ribosomal large subunit export from nucleus" 0.956761814348339
-280 0.460543108023072 -1 17 "GO:0000060" "obsolete protein import into nucleus, translocation" 0.863045078323905
-83 0.578983958880243 4 112 "GO:0000075;GO:0007093" "cell cycle checkpoint" 0.900846566272554
-183 0.660704459196639 3 14 "GO:0000076" "DNA replication checkpoint" 0.925212416286873
-64 0.715380102094746 2 80 "GO:0000077;GO:0031570" "DNA integrity checkpoint" 0.937657108829163
307 0.209625201801147 2 41 "GO:0000079;GO:1904029" "regulation of cyclin-dependent protein kinase activity" 0.705082162624195
-20 0.911651387741726 5 73 "GO:0000082;GO:0044843" "cell cycle G1/S phase transition" 0.984465337998829
-8 0.98508951509402 3 13 "GO:0000083" "regulation of transcription involved in G1/S transition of mitotic cell cycle" 0.995159232960128
-155 0.406203119063518 5 71 "GO:0000086;GO:0044839" "G2/M transition of mitotic cell cycle" 0.832341162130436
333 0.236059801983991 2 31 "GO:0000096" "sulfur amino acid metabolic process" 0.730385595726562
-281 0.500680213764768 2 14 "GO:0000097" "sulfur amino acid biosynthetic process" 0.873985913748181
173 0.712691508129544 2 11 "GO:0000098" "sulfur amino acid catabolic process" 0.937421440589883
-89 0.880718775406166 2 7 "GO:0000105;GO:0009073" "aromatic amino acid family biosynthetic process" 0.979020935931708
-122 0.18183114366071 5 308 "GO:0000122" "negative regulation of transcription by RNA polymerase II" 0.683487730402214
-354 0.0805955726417454 7 60 "GO:0000132;GO:0051294" "establishment of spindle orientation" 0.566383838299175
593 0.0819295973523908 2 21 "GO:0000154" "rRNA modification" 0.570776743843913
-49 0.71983910798822 2 133 "GO:0000165;GO:0023014" "signal transduction by protein phosphorylation" 0.937657108829163
-637 0.36163474053971 2 5 "GO:0000183" "chromatin silencing at rDNA" 0.81085873521632
644 0.0016056745607702 2 59 "GO:0000184" "nuclear-transcribed mRNA catabolic process, nonsense-mediated decay" 0.230477826774364
-805 0.206677106793855 2 6 "GO:0000185" "activation of MAPKKK activity" 0.704120602538863
80 0.801880223636736 5 24 "GO:0000186" "activation of MAPKK activity" 0.957725859823348
-160 0.417509721425536 5 63 "GO:0000187" "activation of MAPK activity" 0.837056752200529
-491 0.320366659771012 2 10 "GO:0000188" "inactivation of MAPK activity" 0.786020842485856
-104 0.426867583491078 2 145 "GO:0000209" "protein polyubiquitination" 0.843803075549178
-213 0.389751045192643 2 40 "GO:0000212" "meiotic spindle organization" 0.821955734791666
-78 0.358163075169099 2 359 "GO:0000226" "microtubule cytoskeleton organization" 0.809652661891267
596 0.280266773809526 3 8 "GO:0000244" "spliceosomal tri-snRNP complex assembly" 0.765302353555887
-347 0.209484651193603 2 32 "GO:0000245" "spliceosomal complex assembly" 0.705082162624195
-248 0.615792105835603 2 10 "GO:0000266" "mitochondrial fission" 0.91620024084805
-159 0.61777254347284 2 24 "GO:0000271;GO:0033692;GO:0034637" "cellular carbohydrate biosynthetic process" 0.917552919337262
